QUEST_LV_0400_20161212_000001	Kedoran Alliance Merchant Alta	케도라 상단원 알타
QUEST_LV_0400_20161212_001231	Indraja berkata bahwa slate tersebut memiliki lokasi yang ditandai dan juga surat yang tidak dapat dibaca. Pergi dengannya menuju Lykhas Crossroads untuk mengerti apa arti dari surat tersebut. kamu dapat memeriksa apa isi surat tersebut dengan membaca catatan miliknya.	인드라야는 석판에 중앙지역의 위치와 함께 알 수 없는 글귀가 씌여 있었다고 합니다. 그녀와 함께 라이카스 교차로로 가서 글귀의 수수께끼를 풀어보세요. 그녀가 건네 준 쪽지를 보면 글귀를 다시 확인할 수 있습니다.
QUEST_LV_0400_20161212_001232	Perhatikan reaksi alat tersebut	장치의 반응을 지켜보기
QUEST_LV_0400_20161212_001233	King's statue bereaksi terhadapt sesuatu. terus perhatikan untuk melihat apa yang akan terjadi.	왕의 석상이 무언가 반응을 보이고 있습니다. 무슨 일이 일어나는지 끝까지 지켜보세요.
QUEST_LV_0400_20161212_001234	Kamu telah menemukan Pillar yang disebutkan sebagai the guardian. Bicara kepada Indraja yang berada di depan Pilar tersebut.	전승에서 문지기라고 표현했던 숨겨진 기둥을 발견하였습니다. 문지기 앞에 있는 인드라야와 대화하세요.
QUEST_LV_0400_20161212_001235	Indraja sepertinya memikirkan cara dia membuktikan bahwa dia adalah bagian dari royal family. coba bicara dengannya untuk mengetahui apakah metode yang bagus untuk melakukan hal tersebut.	인드라야는 문지기에게 자신이 왕가의 핏줄임을 증명할 방법을 고민하고 있는 것 같습니다. 뭔가 좋은 방법이 없을지 그녀와 상의해 보세요.
QUEST_LV_0400_20161212_001236	Serap Kugheri souls dengan menggunakan the Royal Seal	왕가의 문장에 쿠게리의 영혼 흡수시키기
QUEST_LV_0400_20161212_001237	Indraja memintamu untuk mengisi Royal Seal dengan magic. Kalahkan Kugheri dan gunakan Royal Seal untuk menyerap Jiwa mereka untuk mengisi energinya.	인드라야는 왕가의 문장에 마력을 충전시켜 달라고 부탁했습니다. 주변의 쿠게리 부족을 해치우고 쿠게리의 영혼을 대신 문장에 흡수시키세요.
QUEST_LV_0400_20161212_001238	Sepertinya Royal Seal telah terisi penuh. Kemablikan Royal Seal kepada Indraja.	왕가의 문장에 어느정도 마력이 충전된 것 같습니다. 인드라야에게 문장을 전달해 주세요.
QUEST_LV_0400_20161212_001239	Kamu telah berhasil menemukan jalan masuk ke Royal Mausoleum namun kamu tidak dapat masuk lebih jauh. Tanyakan Indraja apa rencana selanjutnya	성공적으로 왕릉의 입구를 발견했지만 더 이상의 진행은 어려운 듯 합니다. 인드라야에게 이제 어떻게 할 생각인지 물어 보세요.
QUEST_LV_0400_20161212_001240	Kumpulkan Kugheri Numani Staffs	쿠게리 누마니의 지팡이 수집
QUEST_LV_0400_20161212_001241	Indraja ingin menyegel kembali  jalan masuk Royal Mausoleum. pergi dan kumpulkan Kugheri Numani Staffs karena menggunakan Royal Seal kembali memiliki resiko yang terlalu besar.	인드라야는 왕릉의 입구를 다시 봉인할 생각입니다. 왕가의 문장을 더 사용하기엔 무리가 있는 것 같으니 쿠게리 누마니의 지팡이를 모아다 주세요.
QUEST_LV_0400_20161212_001242	Kamu telah mengumpulkan cukup Staff untuk menyegel jalan masuk Royal Mausoleum. berikan Staffnya kepada dia agar dia dapat menyegel jalan masuk.	왕릉 입구의 재봉인에 필요한 정도의 지팡이가 충분히 모였습니다. 인드라야가 재봉인을 할 수 있도록 그녀에게 지팡이를 건네 주세요.
QUEST_LV_0400_20161212_001243	Dapatkan %s dari the Kugheri Numani	쿠게리 누마니에게서 %s 획득
QUEST_LV_0400_20161212_001244	Indraja telah menyegel kembali jalan masuk Royal Mausoleum namun khawatir masih ada orang yang mengetahui lokasinya. Bicara kepadanya tentang apa yang harus dilakukan.	인드라야는 왕릉의 입구를 다시 숨겼지만 그 사실을 알고 있을 발테리스의 남은 협력자들이 신경쓰이는 모양입니다. 우선 그녀와 대화해 보세요.
QUEST_LV_0400_20161212_001245	Berurusan dengan Kugheri Tribe	쿠게리 부족을 처치
QUEST_LV_0400_20161212_001246	Indraja berkata bahwa membiarkan Kugheri yang mengetahui lokasi jalan masuk adalah ide yang buruk. Atasi Kugheri Tribe seperti yang dia minta.	인드라야는 발테리스의 지시를 받던 쿠게리들이 아직 남아 있어 비밀유지에 방해가 된다고 생각합니다. 그녀의 요청대로 쿠게리 부족을 처치해 주세요.
QUEST_LV_0400_20161212_001247	Kamu telah mengatasi cukup Kugheri. kembali ke Indraja dan katakan dia tidak perlu khawatir.	인드라야가 요청한 수 만큼의 쿠게리들을 처치할 수 있었습니다. 그녀에게 돌아가 그 사실을 전해 주세요.
QUEST_LV_0400_20161212_001248	Berurusan dengan Kugheri Tribe	쿠게리 부족 처치
QUEST_LV_0400_20161212_001249	Marks of a Legend	전설의 흔적
QUEST_LV_0400_20161212_001250	Bicara kepada Aquilas	아퀼라스와 대화
QUEST_LV_0400_20161212_001251	Bicara kepada Aquilas	아퀼라스와 대화하세요
QUEST_LV_0400_20161212_001252	Kumpulkan tanaman dari area sekitar	주변 식물들 구하기
QUEST_LV_0400_20161212_001253	Bantu Aquilas dengan mengumpulkan tanaman dari area sekitar	아퀼라스를 도와 주변에 있는 식물들을 채집하세요
QUEST_LV_0400_20161212_001254	Bicara kepada Mechen	메켄과 대화
QUEST_LV_0400_20161212_001255	Bicara kepada Mechen	메켄과 대화하세요
QUEST_LV_0400_20161212_001256	Bicara kepada Woognis	우그니스와 대화
QUEST_LV_0400_20161212_001257	Bicara kepada Woognis	우그니스와 대화하세요
QUEST_LV_0400_20161212_001258	Kumpulkan foul smelling Vilkas fur	빌카스의 냄새 나는 털 구하기
QUEST_LV_0400_20161212_001259	Woognis sedang mengalami kesulitan mencari Flechette karena terdapat Vilkas nest menghalanginya. Woognis berpikir bahwa akan lebih aman jika dia ditutupi oleh foul smelling Vilkas fur. Kumpulkan foul smelling Vilkas fur untuk Woognis.	플레세트 수색지가 빌카스의 서식지라 수색 활동에 어려움이 있습니다. 우그니스는 빌카스의 냄새나는 털을 간직하고 있으면 몸에서 빌카스의 냄새가 몬스터들이 공격하지 않을거라 합니다. 빌카스의 냄새 나는 털을 구하세요
QUEST_LV_0400_20161212_001260	Kumpulkan %s dengan mengalahkan Vilkas Archers	빌카스와 빌카스 궁수를 처치해 %s 구하기
QUEST_LV_0400_20161212_001261	Cari Vilkas nest	빌카스의 서식지 수색
QUEST_LV_0400_20161212_001262	Mencari Vilkas nest cukup sulit karena para monster yang waspada. Gunakan foul smelling Vilkas fur untuk mengelabui para monster dan mencari Flechette.	빌카스의 서식지에 플레세트가 있는지 확인하려고 했지만 몬스터의 경계심때문에 수색이 쉽지 않습니다. 빌카스의 냄새 나는 털을 사용해 빌카스의 경계심을 푼 뒤 빌카스의 서식지에서 플레세트를 수색하세요
QUEST_LV_0400_20161212_001263	Temukan Jenonhas di Kainen Crossing	카이넨 나루터에서 제노나스 찾기
QUEST_LV_0400_20161212_001264	Woognis berkata bahwa Jenonhas berada di Kainen Crossing. pergi ke Kainen Crossing dan tanyakan Jenonhas tentang perkembangan penelitiannya.	우그니스가 제노나스는 카이넨 나루터에 있다고 합니다. 카이넨 나루터로 가 제노나스의 수색 상황을 전달 받으세요
QUEST_LV_0400_20161212_001265	Bicara kepada Jenonhas	제노나스와 대화
QUEST_LV_0400_20161212_001266	Bicara kepada Jenonhas	제노나스와 대화하세요
QUEST_LV_0400_20161212_001267	kembali ke Mechen's camp	메켄의 캠프로 가보기
QUEST_LV_0400_20161212_001268	kembali ke Mechen's camp dan hentikan Jenonhas	메켄의 캠프로 가 제노나스를 말리세요
QUEST_LV_0400_20161212_001269	Bicara kepada Fletcher Master	플레쳐 마스터와 대화하세요
QUEST_LV_0400_20161212_001270	Dapatkan Romplenuka magic essence	롬펠누카의 마력 정수 구하기
QUEST_LV_0400_20161212_001271	Romplenuka magic essence dibutuhkan untuk membuat Flechette Detection Device. Kalahkan Romplenuka untuk memperoleh Magic essence mereka	플레세트 탐색 장치를 만들기 위해선 롬펠누카의 마력 정수가 필요하다고 합니다. 롬펠누카를 처치하고 마력 정수 구하세요
QUEST_LV_0400_20161212_001272	Kalahkan Romplenuka dan dapatkan %s	롬펠누카를 처치해 %s 구하기
QUEST_LV_0400_20161212_001273	Dapatkan Vilkas essence	빌카스의 정수 구하기
QUEST_LV_0400_20161212_001274	Dikatakan bahwa Vilkas essence dibuuthkan untuk mengontrol Romplenuka essence. Kalahkan Vilkas untuk mendapatkan essence mereka	롬펠누카의 정수를 제어하기 위해선 빌카스의 정수가 필요하다고 합니다. 빌카스를 처치해 빌카스의 정수를 구하세요
QUEST_LV_0400_20161212_001275	Kalahkan Vilkas dan dapatkan %s	빌카스를 처치해 %s 구하기
QUEST_LV_0400_20161212_001276	Temukan Flechette dengan menggunakan Flechette Detection Device	플레세트 탐색 장치로 플레세트 찾기
QUEST_LV_0400_20161212_001277	Temukan Flechette dengan menggunakan Flechette Detection Device	완성된 플레세트 탐색 장치로 플레세트를 찾으세요
QUEST_LV_0400_20161212_001278	Maven's Wishes	메이번의 유지
QUEST_LV_0400_20161212_001279	Bicara kepada Priest Lintas	사제 린타스와 대화
QUEST_LV_0400_20161212_001280	Bicara kepada Priest Lintas	사제 린타스와 대화하세요
QUEST_LV_0400_20161212_001281	temukan dokumen tentang dispelling transformation magic	변형 마법 해제 문서 찾아오기
QUEST_LV_0400_20161212_001282	Temukan Dokumen yang tersebar karena para Monster	몬스터에 의해서 흩어진 변형 마법 해제 문서를 되찾아오세요.
QUEST_LV_0400_20161212_001283	Temukan %s	%s 찾아오기
QUEST_LV_0400_20161212_001284	temukan Orb dengan menggunakan Orb of Vigor	활력의 구로 활용해 보주 찾기
QUEST_LV_0400_20161212_001285	The Orb dibutuhkan untuk mematikan seal yang telah diambil alih oleh para monsters. Priest Lintas menyarankan untuk menggunakan Orb of Vigor untuk menemukan Orb. Magic akan mengalir menuju Orb dari Orb of Vigor saat digunakan. Ikuti aliran magic dari Orb of Vigor.	봉인을 푸는데 필요한 보주가 몬스터에 의해 흩어졌습니다. 사제 린타스는 활력의 구를 활용해 보주를 찾자고 합니다. 활력의 구를 사용하면 구 안에 있던 마력이 흘러나와 보주로 이동합니다. 활력의 구 안에서 나온 마력을 따라가 보주를 찾으세요
QUEST_LV_0400_20161212_001286	Ikuti Priest Lintas	사제 린타스를 따라가기
QUEST_LV_0400_20161212_001287	Priest Lintas telah menemukan King Kadumel's Monument. Ikuti Priest Lintas.	사제 린타스가 카듀멜 국왕의 기념비를 찾았습니다. 사제 린타스를 따라가세요
QUEST_LV_0400_20161212_001288	Temukan King Kadumel's Monument dengan Priest Lintas	사제 린타스와 함께 카듀멜 국왕의 기념비를 찾기
QUEST_LV_0400_20161212_001289	Priest Lintas ingin mencari King Kadumel's second Monument. pergi dan cari monumen tersebut dengannya. Priest Lintas akan mencari monument jika kamu membawa dia ke Ackatin Intersection.	사제 린타스가 카듀멜 국왕의 두번째 기념비를 찾자고 합니다. 그와 함께 카듀멜 국왕의 두번째 기념비를 찾으세요. 아카틴 삼거리 근처를 이동하다 보면 린타스가 주변을 탐색할 것입니다.
QUEST_LV_0400_20161212_001290	Kumpulkan Mittelly Herbs	미탤리 약초 구하기
QUEST_LV_0400_20161212_001291	Priest Lintas menunjukkan gejala paralysis yang disebabkan oleh spora dari bracken yang menutupi monument. Kamu harus mengumpulkan Mittelly Herbs untuk meredakan gejala tersebut. Kumpulkan Mittelly Herbs dari Ausne Lot.	기념비 근처에 있는 고사리에서 나온 포자때문에 사제 린타스에게 마비 증세가 왔습니다. 마비 증세를 완화하기 위해선 미탤리 약초가 필요합니다. 아우스네 공터와 그 주변 에서 미탤리 약초를 구하세요.
QUEST_LV_0400_20161212_001292	Dapatkan Vilkas's dry skin	빌카스의 바짝 마른 피부 구하기
QUEST_LV_0400_20161212_001293	Kamu harus membakar braken dari dekat Monument karena spora tersebut. Bakar braken dengan menggunakan Vilkas's dry skin.	기념비 주변에 있는 고사리 때문에 기념비를 확인하는데 어려움이 있어 고사리를 모두 태워야 합니다. 빌카스의 바짝 마른 피부로 고사리를 태우세요
QUEST_LV_0400_20161212_001294	Bakar bracken	고사리들 불태우기
QUEST_LV_0400_20161212_001295	Bakar bracken dengan menggunakan Vilkas's dry skin.	빌카스의 바짝 마른 피부를 이용해서 고사리들을 태우세요.
QUEST_LV_0400_20161212_001296	Temukan King Kadumel's Monument dengan menggunakan	탐지기로 카듀멜 국왕의 기념비를 찾기
QUEST_LV_0400_20161212_001297	Priest Lintas sepertinya masih terkena efek dari bracken spore. pergi dan temukan King Kadumel's Monument dengan menggunakan detector menggantikan dia.	사제 린타스는 고사리 포자의 후유증이 아직 가시지 않았나 봅니다. 그를 대신해서 탐지기로 카듀멜 국왕의 기념비를 찾으세요
QUEST_LV_0400_20161212_001298	Kamu telah menemukan sesuatu yang terlihat seperti Monument. kembali ke Priest Lintas dan beritahukan tentang penemuanmu	기념비로 보이는 것을 탐지기로 발견했습니다. 이 사실을 린타스에게 알려 주세요.
QUEST_LV_0400_20161212_001299	Bicara kepada Priest Lintas	사레 린타스와 대화하세요
QUEST_LV_0400_20161212_001300	Temukan fragmenst dari King Kadumel's third Monument	카듀멜 국왕의 세번째 기념비 파편 찾기
QUEST_LV_0400_20161212_001301	Kamu telah menemukan King Kadumel's third Monument, Namun monumen itu sudah terlalu rusak sehingga tidak dapat dibaca. Kamu harus menemukan fragmentnya untuk mengetahui apa yang tertulis disitu. Cari area sekitar untuk menemukan Fragmentnya.	카듀멜 국왕의 세번째 기념비를 찾았지만 많은 부분이 훼손되어 기념비의 내용을 파악하기 힘든 상태입니다. 기념비의 내용을 파악하려면 기념비 파편을 찾아야 합니다.주변에 돌 조각들을 살펴보면서 기념비 파편을 찾으세요.
QUEST_LV_0400_20161212_001302	Weeding	제초 작업
QUEST_LV_0400_20161212_001303	Bicara kepada Priest Kidas	사제 키다스와 대화
QUEST_LV_0400_20161212_001304	Bicara kepada Priest Kidas	사제 키다스와 대화하세요
QUEST_LV_0400_20161212_001305	Kumpulkan Vilkas salivary glands	빌카스의 침샘 구하기
QUEST_LV_0400_20161212_001306	Cukup sulit untuk melihat apa yang tertulis pada King Kadumel's Monument karena tertutup oleh tanaman. Coba singkirkan tanaman tersebut menggunakan Potion. kamu bisa mendapatkan Vilkas salivary glands dengan memberika makan mereka Mytiharyn Grass. berikan Mytiharyn Grass kepada Vilkas begitu mereka telah melemah.	카듀멜 국왕의 기념비이 억센 풀에 휘감겨 있어 내용을 읽는데 어려움이 있습니다. 제초제를 만들어 억센 풀을 제거하려고 합니다. 미티하린 풀을 빌카스에게 먹이면 빌카스의 침샘에서 억센 풀을 제거할 수 있는 침이 만들어 진다고 합니다. 빌카스가 약해졌을 때 미티하린 풀을 먹이고 빌카스의 침샘을 구하세요.
QUEST_LV_0400_20161212_001307	Temukan Priest Brunas	사제 브루나스 찾기
QUEST_LV_0400_20161212_001308	Priest Kidas khawatir tentang Priest Brunas karena sudah cukup lama dia pergi ke Putas Lot. pergi ke Putas Lot dan temukan Priest Brunas.	사제 키다스는 푸타스 공터로 간 사제 브루나스가 오질 않아서 걱정이 된다고 합니다. 푸타스 공터에서 사제 브루나스를 찾으세요.
QUEST_LV_0400_20161212_001309	Bicara kepada Priest Brunas	사제 브루나스와 대화
QUEST_LV_0400_20161212_001310	Bicara kepada Priest Brunas	사제 브루나스와 대화하세요
QUEST_LV_0400_20161212_001311	Ambil Flechette	플레세트 회수하기
QUEST_LV_0400_20161212_001312	Ambil Flechette	플레세트를 회수하세요
QUEST_LV_0400_20161212_001313	Bicara kepada Ohla	올라와 대화
QUEST_LV_0400_20161212_001314	Bicara kepada Ohla	올라와 대화하세요
