QUEST_20150317_000001	Pilih user untuk memodifikasi quest.	퀘스트 수정이 필요한 유저를 선택해주세요.
QUEST_20161212_004346	Sepertinya kita selalu kekurangan orang dalam pekerjaan ini.{nl}Datanglah kembali dan temui saya jika kamu tertarik menjadi Miko.{nl}	이쪽 일은 항상 일손이 부족하니까 문제야.{nl}혹시 무녀의 일에 관심이 있다면 찾아오도록 해.{nl}
QUEST_20161212_004347	Saya merasakan Divine Spirits yang berada di dalam Gohei telah menyukaimu juga.{nl}Individu yang disukai oleh Divine Spirits akan dapat bekerja sebagai Miko dengan mudah.	고헤이에 깃든 신령들도 당신이 마음에 든 것 같아.{nl}신령들이 좋아하는 사람이라면 무녀의 일도 잘할 수 있을 테니 말이야.
QUEST_20161212_004348	Kita selalu kekurangan orang dalam pekerjaan seperti ini.{nl}Saya berharap akan ada lebih banyak sukarelawan yang ingin bekerja sebagai Mikos...{nl}	이쪽 일은 항상 일손이 부족하니까 문제야.{nl}혹시 무녀로 일할 사람이 더 모여준다면 좋겠는데..{nl}
QUEST_20161212_004349	Terima kasih.{nl}Tugas kami menjadi lebih mudah berkat Gohei yang kamu berikan.	아무튼 고마워.{nl}당신이 가져다준 고헤이 덕에 일이 좀 수월해질 것 같아.
QUEST_20161212_004350	The Divine Spirits sepertinya menyukaimu meskipun kamu tidak berhubungan dengan path Miko.{nl}	당신은 무녀와는 관계없는 사람이지만 신령들은 당신이 꽤 마음에 든 것 같아.{nl}
QUEST_20161212_004351	The Kannushi selalu mengkritisi sesuatu.{nl}Hal seperti harus bertindak sederhana dan sabar dan sebagainya.{nl}	신주님은 항상 잔소리가 많아.{nl}몸가짐을 조신하게 하라느니 계속 노력해야 한다느니 하면서 말이야.{nl}
QUEST_20161212_004352	Lindungi yang lemah dan ajarkan kepada orang jahat mengapa mereka tidak boleh berbuat buruk!{nl}Tidakkah kamu pikir itu cukup?	약한 아이들은 지켜주고 나쁜 녀석들은 때려눕힌다!{nl}이거면 되는 거 아니겠어?
QUEST_20161212_004353	Benar-benar menyebalkan.{nl}Saya sudah sesibuk ini, namun ada saja hal yang terus mengganggu.{nl}	정말 귀찮아죽겠어.{nl}내 일도 바쁜데 정말 쓸데없는 일들이 많이 생긴다니까.{nl}
QUEST_20161212_004354	Beberapa waktu lalu, saya merawat Water Divine Spirit yang melemah, dan juga menangani Demon yang usil.{nl}Saya membuang waktu pada perjalanan pulang untuk mencoba membantu seseorang yang tersesat.{nl}Saya bahkan tidak mengenal daerah ini.{nl}	얼마 전에도 힘이 약해진 물의 신령을 돌봐주고 덤벼드는 마족도 혼내줬어.{nl}돌아오는 길엔 길을 잃은 사람이 있어서 같이 길을 찾아주느라 시간을 낭비했지 뭐야.{nl}나도 여긴 잘 모르는 곳인데 말이야.{nl}
QUEST_20161212_004355	Lalu saya harus pergi mengunjungi Earth Divine Spirit,dan juga merawat Divine Spirit yang depresi karena rumah yang dia lindungi telah runtuh.{nl}tidak hanya itu...{nl}	그 뒤에는 대지의 신령에게 다녀오고 자신이 지키던 집이 무너져서 우울해 하는 신령도 위로했어.{nl}그리고 또..{nl}
QUEST_20161212_004356	Apa? mengapa kamu melihatku seperti itu?{nl}Saya beritahukan, saya tidak melakukan ini karena keinginan saya.{nl}Saya hanya melakukan ini kareka kewajiban saya sebagai seorang Miko.	뭐야? 왜 그런 표정으로 보는데?{nl}말해두지만 딱히 좋아서 하고 있는 일이 아니니까.{nl}무녀로서 해야 할 일이니까 어쩔 수 없어서야.
QUEST_20161212_004357	Apakah kamu akan melakukan hal tersebut?{nl}terima kasih.{nl}	정말 그래주겠어?{nl}고마워.{nl}
QUEST_20161212_004358	Saya seorang Miko dari Shrine yang cukup terkenal di luar Kingdom.{nl}Saya meneliti tentang bencana yang terjadi setelah Medzio Diena atas perintah dari Kannushi.{nl}	나는 왕국 밖에서는 나름 유명한 신사의 무녀야.{nl}지금은 신주님의 지시로 신수의 날 이후 일어난 이변들에 대해서 조사하고 있지.{nl}
QUEST_20161212_004359	Semuanya baik baik saja hingga saya menjadi seorang Miko Master...{nl}Saya belum pernah beristirahat semenjak Medzio Diena.{nl}	타고난 능력을 인정받아서 신사의 무녀 마스터가 된 것까지는 좋았는데..{nl}신수의 날 이후로는 눈코 뜰 새 없이 바빠졌어.{nl}
QUEST_20161212_004360	Padahal saya berpikir bisa bersantai sejenak, meminum teh setelah menjadi Master.{nl}benar benar pemikiran yang bodoh...{nl}	무녀 마스터가 되면 방안에서 차나 홀짝이며 태평한 시간을 보낼 수 있을 줄 알았는데 말이야.{nl}이게 무슨 날벼락인지..{nl}
QUEST_20161212_004361	Ini sangat mengganggu, Namun Kannushi memang menyuruhku untuk menyelidikinya, dan saya tidak bisa meninggalkan Divine Spirits yang gemetar ketakutan.{nl}karena itu saya akan membuat barriers,menemukan Divine Spirits dan menyelesaikan semuanya.	귀찮긴 하지만 신주님의 말씀이기도 하고 불안해하는 신령들을 그대로 두고 볼 수는 없으니까 말이지.{nl}별 수 없이 나서서 결계를 펼친다든지 신령을 찾거나 하는 일들을 처리하고 있어.
QUEST_20161212_004362	Martuis Storage Room Chest	마르튀스 저장실의 상자
QUEST_20161212_004363	Sepertinya kosong pada saat ini.	지금은 아무것도 들어있지 않다
QUEST_20161212_004364	Spell Book	마법서
QUEST_20161212_004365	Tidak ada yang tertulis disini	지금은 아무것도 보이지 않는다
QUEST_20161212_004366	Seekor ikan berenang melawan arus sebelum mantel kegelapan benar benar mereda.	밤의 기운이 가시기 전에 한 물고기가 물살을 가른다.
QUEST_20161212_004367	Seekor kucing menangkap ikan sebelum dia bisa melihat cahaya pagi.	여명이 오기 전에 고양이가 물고기를 잡는다.
QUEST_20161212_004368	Seekor anjing mengejar kucing pada saat matahari mulai bersinar.	새벽 노을이 밝아올 때 개가 고양이를 쫓는다.
QUEST_20161212_004369	Serigala mencabik sang anjing dibawah sinar matahari pagi.	첫 아침 햇살에 늑대들이 개를 물어뜯는다.
QUEST_20161212_004370	Seekor beruang menyerang serigala sebelum pagi menjadi siang.	아침이 정오를 만나기 전에 곰이 늑대들을 덮친다.
QUEST_20161212_004371	Sang elang mengejek sang beruang ketika terbang pada saat matahari pada posisi tertinggi.	해가 가장 높은 곳에 있을 때 독수리가 곰을 비웃으며 사라진다.
QUEST_20161212_004372	Sang burung hantu mengambil alih tempat sang elang ketika waktu mengejar matahari terbenam.	황혼으로 달리는 시간 속에 사라진 독수리의 자리를 올빼미가 대신한다.
QUEST_20161212_004373	Sang burung hantu tidak dapat lagi mempertahankan tempatnya kepada sang Naga, ketika kini malam telah tiba.	밤이 찾아왔으나 올빼미가 드래곤에게 자신의 때를 주장하지 못한다.
QUEST_20161212_004374	Divine Spirit	신령
QUEST_20161212_004375	Saya adalah Divine Spirit yang membantu Miko Master Hitomiko.{nl}Saya mengenal dia lebih baik daripada orang lain.	나는 무녀 마스터인 히토미코를 돕고 있는 신령이야.{nl}히토미코에 대해서라면 누구보다 잘 알고 있지.
QUEST_20161212_004376	Hitomiko datang kemari karena Divine Spirits.{nl}mereka yang sudah melemah dahulu kala di dalam Ibukota.{nl}	히토미코가 왕국에 온 이유는 신령들 때문이었어.{nl}그동안 왕도에서 오랜 시간 각성해 있던 신령들.{nl}
QUEST_20161212_004377	Semua barang antik yang berasal dari Royal Family bisa memiliki Divine Spirits berdiam didalamnya.{nl}mereka telah terbangun dengan menerima spiritual energy dari Divine Tree dahulu kala.{nl}	왕실에 소속된 모든 오래된 물건들은 신령일 수도 있고 아닐 수도 있어. {nl}신수에게서 영적인 에너지를 공급받으면서 오랜 기간에 걸쳐 각성한 거지. {nl}
QUEST_20161212_004378	Namun,Spiritual energy tersebut terhenti setelah Medzio Diena...{nl}mereka akan segera melakukan... Saya yakin kata yang mereka gunakan disini adalah 'meledak'?{nl}	그런데 그만 신수의 날이 되면서 그 영적인 에너지도 끊어져 버려서..{nl}여기 말로 폭주? 하기 직전의 상태였다고 해야 하겠지.{nl}
QUEST_20161212_004379	Hitomiko tidak dapat meninggalkan situasi berbahaya ini tidak teratasi...{nl}Terutama karena Princess Kaonilla dalam bahaya, karena dia selalu dikelilingi barang antik milik the Royal Family.{nl}	히토미코로서는, 그 먼 곳에서조차 확연히 느껴졌던 이 위태롭고 묘한 상태를 그냥 두고 볼 수 없었고..{nl}늘 왕국의 오래된 물건들의 한가운데 있는 카오닐라 공주마저 위험한 상황일지도 모르니까 말이야.{nl}
QUEST_20161212_004380	Karena itu dia datang kemari, walaupun dia tahu dia tidak diterima disini.{nl}	그래서 어쩌면 환영받지 못할 수도 있는 이 곳에 온거야.{nl}
QUEST_20161212_004381	Mengapa Priests tidak dapat merasakan Divine Spirits?{nl}Hmm... coba bayangkan bahwa kamu tidak bisa melihat benda dari jauh menggunakan kaca pembesar.{nl}walaupun, saya sendiri tidak begitu yakin.{nl}	여신의 사제들은 어째서 위험한 신령들을 느끼지 못했느냐고?{nl}그건... 돋보기로는 멀리 있는 사물을 잘 볼 수 없는 이치와 비슷하지 않을까 싶어.{nl}실은 나도 잘 모르지만.{nl}
QUEST_20161212_004382	Hitomiko berhasil mendapatkan izin dari Princess Kaonilla untuk menyiapkan ritual.{nl}Dia harus mengetahui bagaimana Kondisi Divine Spirits setelah Medzio Diena.{nl}	히토미코는 어렵사리 카오닐라 공주의 허가를 받고 의식을 준비했어.{nl}신수의 날 이후 폭주하려는 왕도의 신령이 어떤 모습인지부터 알아야 했지.{nl}
QUEST_20161212_004383	Saya pikir ritual itu sendiri bukan hal yang baru bagi Hitomiko.{nl}namun, hal ini pasti merupakan hal yang luar biasa bagi para royalti dan priest yang menontonnya.{nl}	그 의식은 히토미코에게는 새로울 것도 없는 방법이었을 거라고 생각해.{nl}하지만 참관 중이던 왕실 사람들과 여신의 사제들에게는 매우 이국적인 풍경이었을거야.{nl}
QUEST_20161212_004384	Kamu tahu, Cara dia mengayunkan Gohei dan menaburkan sesuatu.{nl}melihat blue energies keluar dari beberapa Item dan masuk ke dalam kantung merah milik Hitomiko merupakan pemandangan yang menakjubkan.{nl}	고헤이를 흔들고, 주문을 외우고 무언가를 뿌리고 말이야.{nl}그러자 어떤 물건들에게서 푸른 기운이 빠져 나와 히토미코의 붉은 주머니로 들어가는 풍경은 정말 신비했어.{nl}
QUEST_20161212_004385	Akhirnya, Kantung Merah tersebut diletakkan pada meja hitam dengan kain emas yang dibuat oleh Hitomiko...{nl}kantung tersebut lalu dibakar oleh Hitomiko, di hadapan banyak orang.{nl}	마침내는 히토미코가 만든 검은 탁자에 금색 주단이 깔린 제단에 그 붉은 주머니가 놓이고..{nl}많은 사람들이 보는 앞에서 히토미코의 주문과 함께 그 주머니가 불태워졌지.{nl}
QUEST_20161212_004386	Saya yakin ini merupakan pemandangan yang harus dicatat pada buku sejarah yang diterbitkan setelah Medzio Diena.{nl}itulah cara bagaimana Hitomiko dapat mengatasi Divine Spirits yang berada di dekat Princess Kaonilla.{nl}	모르긴 해도 이 광경은 신수의 날 이후 왕국 역사에 남을 만한 장면일거야.{nl}그렇게 카오닐라 공주 곁에서 폭주하려 했던 신령들을 없앨 수 있었어. {nl}
QUEST_20161212_004387	Itu belum semuanya.{nl}The Princess pingsan begitu ritual selesai.{nl}	그런데 거기서 끝이 아니었던 거지.{nl}제령 의식이 끝나자마자 공주가 쓰러져 의식을 잃은 거야.{nl}
QUEST_20161212_004388	Pertunjukkan menakjubkan tersebut belum selesai.{nl}Hitomiko tetap tenang seperti dia telah memperkirakan ini ketika orang lain tidak memperkirakannya, dan mulai berjalan menuju Princess.{nl}	그런데 정말이지 대단하기도 하지. {nl}아무도 예상 못한 이 순간에도 히토미코는 당황하지 않고 마치 예상했다는 듯이 발걸음을 옮기기 시작했어.{nl}
QUEST_20161212_004389	Hitomiko mendekati Tahta tempat Kaonilla duduk dan melihat lebih dekat.{nl}lalu dia berbalik dengan perlahan kepada para penonton dan berkata.{nl}	히토미코는 카오닐라 공주가 쓰러진 왕좌로 다가가 천천히 공주를 살폈어.{nl}그리곤 돌아서서, 참관하고 있던 모든 여신의 사제들과 왕실 사람들에게 말했지.{nl}
QUEST_20161212_004390	Terdapat Divine Spirit jahat yang merasuki Princess Kaonilla...{nl}Divine Spirit jahat tersebut telah bersembunyi di dalam kesadaran Princess.{nl}	지금까지 이 자리에 앉아있던 카오닐라 공주에게 사악한 신령이 씌여있었다고..{nl}방금의 제령의식에 의해 그 사악한 신령이 공주의 의식을 쥔 채 공주의 무의식으로 들어가 버렸다고 말이야.{nl}
QUEST_20161212_004391	Saya pikir dia menjelaskan situasi tersebut dalam jalan yang dapat dimengerti orang dalam kerajaan.{nl}lalu, Ruangan menjadi sepi sebelum berubah menjadi ribut.{nl}	그런 표현은 아마 이 나라 사람들이 이해할 만한 표현으로 고쳐 말해 준 것이었을 거야.{nl}어쨌든 장내는 마치 물을 끼얹은 듯 싸늘한 분위기가 되었고.. 곧 난장판이 되어버렸지.{nl}
QUEST_20161212_004392	Tentu saja ini dapat diperkirakan.{nl}Hal ini dapat terlihat sebagai serangan kepada Princess dibawah samaran ritual untuk menenangkan Divine Spirits.{nl}	당연한 일이야. {nl}제령의식을 한답시고 공주를 쓰러뜨린 그림이잖아 딱 보면?{nl}
QUEST_20161212_004393	Namun, Hitomiko menenangkan orang orang di dalam ruangan  dan mulai berkata kepada priests.{nl}Dia berkata bahwa dia membutuhkan bantuan mereka juga untuk membersihkan Princess dari Divine Spirit...{nl}	하지만 히토미코는 침착하고 나즈막한 목소리로 좌중을 진정시키고 여신의 사제들을 모두 불러서 말했지.{nl}공주로부터 사악한 신령을 끌어내려면 무녀만이 아니라 아무래도 여신을 섬기는 사제들의 힘도 필요하다고..{nl}
QUEST_20161212_004394	Hitomiko dengan tenang memberitahukan para priests apa yang harus mereka lakukan.{nl}mereka mengambil posisi di dekat tahta dimana Princess duduk.{nl}setelah itu... coba bayangkan.{nl}	히토미코는 아주 침착하게 여신을 섬기는 사제들에게 각자의 할 일을 이야기 해줬어.{nl}그리고 공주가 앉았던 왕좌 근처에 각자 자리잡게 했지.{nl}그 다음은.. 상상해 봐.{nl}
QUEST_20161212_004395	Semua priests berkumpul dibawah petunjuk dari Hitomiko...{nl}menggunakan Semua nkekuatan mereka pada 1 orang!{nl}Saya yakin tidak ada Evil presence yang dapat bertahan.{nl}	여신의 사제들이 모두 한 데 모여 무녀의 요청 아래..{nl}그 무언가에 그들의 신성력을 동시에 쏟아 붓는 광경이라니!{nl}그런 상황에 견딜 수 있는 사악함은 없을거야.{nl}
QUEST_20161212_004396	The Princess berhasil sadar kembali.{nl}walaupun dia terlihat lelah.{nl}	결국 공주는 돌아왔어.{nl}약간 지친 모습이긴 했지만 무사히.{nl}
QUEST_20161212_004397	Jasa Hitomiko diakui dan dia diberikan kehormatan yang setara dengan para priest.{nl}Setidaknya di dalam kerajaan ini.	그리고 히토미코는 그 공로를 인정받아, 여신의 사제들과 같은 지위로 승격되었지.{nl}적어도 이 나라에서는 말이야.
QUEST_20161212_004398	Tanda tangan saya untuk petisi? Kamu pikir saya akan memberikannya begitu saja? {nl}Tidak. Setidaknya bayar say atau lakukan sesuatu...	연판장 서명요? 그런 걸 그냥 달라고요? {nl}안돼요. 돈이라도 주시든가..
QUEST_20161212_004399	Saya pusing, kembali lagi lain kali	아이고 어지러워라. 조금 후에 오세요.
QUEST_20161212_004400	Ah, kamu pasti yang dikirim oleh Adrijus. {nl}Saya telah memperoleh Diluting solution yang dia minta. {nl}berhati hati untuk tidak memecahkan wadahnya.	아, 아드리유스님께서 보내신 분이군요.{nl}주문하신 희석액은 구해 놓았어요. 자, 깨지지 않게 조심해서 가져가세요.
QUEST_20161212_004401	Jika kamu mengerti,mulailah berpikir untuk memperbaiki masalah ini.{nl}masalah ini tidak dapat dibiarkan.	알겠다면 이제 이걸 다시 되돌릴 방법이나 궁리하든가.{nl}대충 그냥 넘어갈 수는 없소.
