QUEST_LV_0200_20150317_000001	Philip's Soldiers	필리파스 직속 부대원
QUEST_LV_0200_20150714_008410	Kupole Vita mengatakan bahwa energi jahat dari Pot of Silence sangat kuat dia tidak bisa mendekatinya. Temukan Pot of Silence di Memum Corridor dan sebarkan Kupole Vita's Purification Powder untuk mencari energi jahat yang terkumpul dan hancurkan.	큐폴 비타는 침묵의 항아리의 사악한 기운이 강해서 자신은 접근하기 힘들다고 합니다. 메뭄 회랑에서 침묵의 항아리를 찾아 큐폴 비타의 정화가루를 뿌려 응집된 사악한 기운을 찾아낸 후 제거하세요.
QUEST_LV_0200_20150714_008411	Hancurkan Pot of Silence	침묵의 항아리 파괴
QUEST_LV_0200_20150714_008412	Energi jahat Pot of Silence telah hilang. Sekarang, hancurkan Pot of Silence.	침묵의 항아리의 사악한 기운이 충분히 약해졌습니다. 이제 침묵의 항아리를 파괴하세요.
QUEST_LV_0200_20150714_008413	Energi jahat sekitar sini telah hilang. Sekarang, hancurkan Pot of Silence.	주변에 있는 마족의 기운이 충분히 약해졌습니다. 이제 침묵의 항아리를 파괴하세요.
QUEST_LV_0200_20150714_008414	Kalahkan monster yang datang	습격해 온 마족 처치
QUEST_LV_0200_20150714_008415	Saat mencoba menghancurkan Pot of Silence, demon masuk. Kalahkan semua demon yang datang.	침묵의 항아리를 파괴하자 그것을 눈치 챈 마족들이 몰려왔습니다. 습격한 마족들을 모두 처치하세요.
QUEST_LV_0200_20150714_008416	Kamu sudah menghancurkan Pot of Silence. Kembali ke Kupole Vita.	침묵의 항아리를 파괴했습니다. 큐폴 비타에게 돌아가세요.
QUEST_LV_0200_20150714_008417	No Freedom	자유의 몸이 아냐
QUEST_LV_0200_20150714_008418	Walaupun Pot of Silence hacnur, kamu masih tidak tahu apa yang ingin disampakan oleh spirit. Tanyakan Kupole Vita apa yang dilakukan selanjutnya.	침묵의 항아리는 파괴하긴 했지만 아직 영혼들이 하려던 말이 무엇인지 제대로 알지 못합니다. 큐폴 비타와 이야기해서 어떻게 해야할지 생각해보세요.
QUEST_LV_0200_20150714_008419	temukan spirit yang ingin mengatakan sesuatu padamu	이야기를 들려줄 영혼 수색
QUEST_LV_0200_20150714_008420	Kupole Vita memberitahu bahwa ide yang bagus untuk mencari spirit yang lain dan mendengarkan apa yang akan mereka katakan. Cari tahu lebih lanjut spirit yang ingin membagi cerita mereka.	큐폴 비타는 다른 영혼을 찾아 자세한 이야기를 들어보는 게 좋겠다고 합니다. 자세한 이야기를 해 줄 영혼을 찾아 이야기를 들어보세요.
QUEST_LV_0200_20150714_008421	Serahkan ke Rimos' Spirit	리모스의 영혼에게 전달
QUEST_LV_0200_20150714_008422	Kamu telag mengumpulkan tengkorak yang berhubungan dengan kontrak. Kembali ke Rimos' Spirit.	계약에 묶인 유골들을 모두 모았습니다. 리모스의 영혼에게 돌아가보세요.
QUEST_LV_0200_20150714_008423	Bicara dengan Rimos' Spirit	리모스의 영혼과 대화
QUEST_LV_0200_20150714_008424	Rimos' Spirit mengatakan tengkorak bisa di purifikasi dengan mengumpulkan dan mengekremasinya. Sekarang tanyakan padanya apa yang harus kamu lakukan dengan tengkorak yang sudah ada.	리모스의 영혼은 계약에 묶인 유골들을 모아서 태우는 것으로 정화할 수 있다고 합니다. 이제 모아온 유골을 어떻게 할지 물어보세요.
QUEST_LV_0200_20150714_008425	Bakar Contract of Flesh	육신의 계약진 태우기
QUEST_LV_0200_20150714_008426	Rimos' Spirit mengatakan untuk menghancurkan contract, tengkorak yang terikat dengan contract harus dikremasi bersamaan dengan Contract of Flesh menggunakan kekuatan suci. Temukan Contract of Flesh di Sataruti Hall dan bakar contract.	리모스의 영혼은 육체의 계약을 해제하려면 계약에 묶인 유골들을 육신의 계약진과 함께 성스러운 힘으로 태워버려야 한다고 합니다. 사타르티 전당에서 육신의 계약진을 찾아서 태워버리세요.
QUEST_LV_0200_20150714_008427	Lapor ke Rimos' Spirit	리모스의 영혼에게 보고
QUEST_LV_0200_20150714_008428	Kamu sudah membakar tengkorak yang terikat dengan contract dan Contract of Flesh. Kembali ke Rimos' Spirit dan bicara dengannya.	계약에 묶인 유골을 육신의 계약진과 함께 태워버렸습니다. 리모스의 영혼에게 돌아가서 대화해보세요.
QUEST_LV_0200_20150714_008429	Seperti yang telah mengalahkan Contract of Flesh. Sekarang, dekarkan Rimos' Spirit tentang langkah selanjutnya.	육체의 계약까지 모두 해제시킨 것 같습니다. 이제 남은 일은 무엇인지 리모스의 영혼에게 이야기를 들어보세요.
QUEST_LV_0200_20150714_008430	Kalahkan Master Genie di Garubingal Burial Chamber	가르빙갈 묘실의 마스터 지니 처치
QUEST_LV_0200_20150714_008431	Contract terahkhir Contract of Spirit, kepunyaan Master Genie. Kalahkan Master Genie di Garubinal Burial Chamber untuk membebaskan spirit.	마지막 계약인 영혼의 계약은 마스터 지니에게 종속되어 있다고 합니다. 가르빙갈 묘실의 마스터 지니를 처치해서 영혼들을 자유롭게 해방해주세요.
QUEST_LV_0200_20150714_008432	The String of Destiny, and The Wandering	운명의 실타래, 그리고 방황
QUEST_LV_0200_20150714_008433	Temukan tablet	비석 발견하기
QUEST_LV_0200_20150714_008434	Cari tablet dekat Sodo Fork of Nuoridin Falls	누오로딘 폭포의 소도 갈림길 근처의 비석을 찾아 보세요.
QUEST_LV_0200_20150714_008435	Kumpulkan bahan untuk di duplikasikan	탁본 재료 수집
QUEST_LV_0200_20150714_008436	Tertulis sesuatu di atas tablet, tapi kamu tidak punya bahan untuk menulisnya. Coba lihat apakah ada sesuatu yang berguna milik Wendigo Sorcerers.	비석에 뭔가 새겨져 있는 것 같지만 탁본을 뜰 만한 재료가 없습니다. 아쉬운 대로 웬디고 주술사의 전리품 주머니에서 쓸 만한 것을 찾아 보세요.
QUEST_LV_0200_20150714_008437	Sepertinya ada yang tertulis diatas tablet, tapi tidak ada bahan untuk membuat catatan. Temukan bahan yang berguna dekat Wendigo Sorcerers.	비석에 뭔가 새겨져 있는 것 같지만 탁본을 뜰 만한 재료가 없습니다. 아쉬운 대로 웬디고 마법사의 전리품 주머니에서 쓸 만한 것을 찾아 보세요.
QUEST_LV_0200_20150714_008438	Kumpulkan %s dari Wendigo Sorcerers	웬디고 주술사의 %s 수집
QUEST_LV_0200_20150714_008439	Membuat catatan	탁본 뜨기
QUEST_LV_0200_20150714_008440	Kamu berhasil mendapatkan bahan untuk membuat catatan dari Wendigo Sorcerers. Sekaran, pergi ke tablet dan buat catatannya.	웬디고의 전리품 주머니 안에서 탁본을 할 수 있는 재료들을 구했습니다. 이제 비석으로 가서 탁본을 뜨세요.
QUEST_LV_0200_20150714_008441	Cari seseorang yang ingin rubbing	탁본을 원할 만한 사람 찾기
QUEST_LV_0200_20150714_008442	Seperti proses rubbing berjalan dengan baik. Cari orang lain yang meminta salinan rubber dari Notice Board dan berikan padanya.	탁본은 잘 떠진 것 같습니다. 알림판에서 탁본을 원한다던 사람을 찾아 이 탁본을 가져다 주세요.
QUEST_LV_0200_20150714_008443	The Ramparts More Durable Than the Kingdom	왕도보다 오래 가는 성벽
QUEST_LV_0200_20150714_008444	Mencari tablet	비석 살펴 보기
QUEST_LV_0200_20150714_008445	Lihat tablet yang ada di Sklada Court	스클라다 안뜰의 비석을 살펴 보세요.
QUEST_LV_0200_20150714_008446	Saat kamu melihat tablet, monster menyerang masuk. Kalahkan mereka dan buat rubbing dari tablet.	비석을 살펴보자 몬스터들이 습격해 왔습니다. 이들을 물리치고 비석의 탁본을 뜨세요.
QUEST_LV_0200_20150714_008447	Saat kamu melihat tablet, monster menyerang masuk. Kalahkan mereka dan buat rubbing dari tablet.	비석을 살펴보자 몬스터들이 갑자기 튀어 나왔습니다. 이들을 물리치고 비석의 탁본을 뜨세요.
QUEST_LV_0200_20150714_008448	Kalahkan monster yang menyerang masuk	습격해 오는 몬스터 처치
QUEST_LV_0200_20150714_008449	Monster berhasil dikahlahkan, buat rubbing sekarang.	몬스터들을 모두 물리쳤으니, 이제 탁본을 뜨세요.
QUEST_LV_0200_20150714_008450	Bicara dengan Adrijus	아드리유스와 대화
QUEST_LV_0200_20150714_008451	Sepertinya Adrijus ingin mengatakan sesuatu. Bicara dengan Adrijus.	아드리유스는 뭔가 더 하고 싶은 말이 있는 것 같습니다. 아드리유스와 대화해 보세요.
QUEST_LV_0200_20150714_008452	Kamu menerima sarannya. Sekarang, tanyakan Adrijus apa yang bisa kamu bantu.	그의 제안을 받아들였습니다. 이제 무슨 일을 도와야 하는지 아드리유스에게 물어 보세요.
QUEST_LV_0200_20150714_008453	How to Eat a Kepa	케파를 먹는 법
QUEST_LV_0200_20150714_008454	Bicara dengan Adrijus di The Central Sanctum	중앙 성소의 아드리유스와 대화 해 보세요.
QUEST_LV_0200_20150714_008455	Kumpulkan bahan yang diminta Adrijus	아드리유스가 부탁한 재료 수집
QUEST_LV_0200_20150714_008456	Dapatkanlah acidic Body Fluid dengan melemparkan Red Poison Bottle kepada monster untuk pekerjaan pemulihan Weathered monument, Dapatkanlah Diluting solution dari equipment merchant di Fedimian.	풍화된 비석 복원 작업을 위해 몬스터에게 붉은 독약병을 던져 진득한 산성 체액을 구하고, 페디미안의 도구상인에게서 희석액을 얻어 오세요.
QUEST_LV_0200_20150714_008457	Serahkan ke Adrijus	아드리유스에게 전달
QUEST_LV_0200_20150714_008458	Serahkan cairan asam tubuh dan cairan pengencer ke Adrijus	어렵사리 구한 진득한 산성 체액과 희석액을 아드리유스에게 건네 주세요.
QUEST_LV_0200_20150714_008459	Kumpulkan %s dengan melemparkan botol racun merah ke mosnter	붉은 독약병을 몬스터에게 던져 %s 수집
QUEST_LV_0200_20150714_008460	Kamu telah mengumpulkan semua bahan. Lihat apa yang dilakukan oleh Adrijus dengan cairan asam tubuh dan cairan pengencer.	모든 재료가 갖춰졌습니다. 아드리유스가 진득한 산성 체액과 희석액으로 무엇을 하는지 지켜 보세요.
QUEST_LV_0200_20150714_008461	tanyakan Adrijus apa yang tertulis di tablet	아드리유스에게 비석의 내용 묻기
QUEST_LV_0200_20150714_008462	Sepertinya Adrijus setuju membuat rubbing tablet. Tanyakan apa yang dia tulis.	아드리유스가 성공적으로 탁본을 뜬 것 같습니다. 그 내용을 물어 보세요.
QUEST_LV_0200_20150714_008463	The First Epitaph	첫 번째 비문
QUEST_LV_0200_20150714_008464	Periksa gundukan tanah	흙더미 살펴 보기
QUEST_LV_0200_20150714_008465	Ada gundukan tanah yang seperti patung di pojokan The Old Garden. Periksalah tekstur tanah tersebut.	옛 정원의 한 구석에는 단단해 보이는 흙더미가 있습니다. 이 흙더미를 살펴 보세요.
QUEST_LV_0200_20150714_008466	Craft batu menjadi sebuah Sekop	돌삽 만들기
QUEST_LV_0200_20150714_008467	Bentuk tanah ini sulit terlihat, jadi kamu akan masuk ke dalam dengan menggunakan Sekop. Craft Sekop dengan kayu dan batu untuk memindahkan tanah tersebut.	흙더미가 너무 단단해서 삽 같은 것으로 파야 안에 있는 것을 확인할 수 있을 것 같습니다. 주변의 편편한 돌과 나무로 삽을 만들어 흙더미를 파 보세요.
QUEST_LV_0200_20150714_008468	Cangkul tanah	삽으로 단단하게 굳은 흙더미 파기
QUEST_LV_0200_20150714_008469	Walaupun terlihat jelek, kamu telah membuat sekop yang berguna. Cangkul tanahnya.	조악하긴 해도 쓸 만한 삽을 만든 것 같습니다. 흙더미를 파 보세요.
QUEST_LV_0200_20150714_008470	Tombstone muncul dari dalam tanah. Periksa apa yang tertulis diatasnya.	흙더미를 깼더니 안에서 비석이 나왔습니다! 무슨 내용이 적혀 있는지 한 번 살펴 보세요.
QUEST_LV_0200_20150714_008471	Balik Tombstone untuk membaca epitaph	비문을 읽을 수 있도록 비석 뒤집기
QUEST_LV_0200_20150714_008472	Bagian Tombstone dimana tertulis Epitaph menghadap tanah jadi kamu tidak bisa membacanya. Balikan Tombstone dan bacalah Epitaph itu.	비문이 적힌 면이 땅에 일부 묻혀 있어 읽을 수 없습니다. 이 비석을 힘껏 밀어 뒤집은 뒤 비문을 읽어 보세요.
QUEST_LV_0200_20150714_008473	Baca Epitaph pada Tombstone yang terbalik	뒤집힌 비석의 비문 읽기
QUEST_LV_0200_20150714_008474	Kamu telah membalikkan Epitaph. Baca Epitaph pada Tombstone ini.	비석을 뒤집는 데 성공했습니다. 비석의 비문을 읽어 보세요.
QUEST_LV_0200_20150714_008475	The Second Epitaph	두 번째 비문
QUEST_LV_0200_20150714_008476	Lihat Tombstone di Hall of the Past	과거의 전당의 비석 살피기
QUEST_LV_0200_20150714_008477	Terdapat Tombstone di Hall of the Past. Pergi dan periksalah.	과거의 전당에 비석이 하나 서 있습니다. 다가가 살펴 보세요.
QUEST_LV_0200_20150714_008478	Kumpulkan Tombstone Fragment dari Minos	미노스에게서 비석 조각 수집
QUEST_LV_0200_20150714_008479	Bagian atas dari Monument telah dihancurkan. Bagaimanapun tidak diketahui apakah dapat menemukan potongan monument dari Minos.	비석의 윗부분이 전부 파괴되었습니다. 어쩌면 미노스에게서 비석 조각을 찾을 수 있을 지도 모릅니다.
QUEST_LV_0200_20150714_008480	Kembali ke Tombstone dan coba dapatkan kembali	비석으로 돌아가 복원 시도
QUEST_LV_0200_20150714_008481	Sepertinya kamu telah mengumpulkan semua Tombstone Fragment. Kembali ke Tombstone dan periksa apakah kamu bisa mengembalikannya seperti semula.	비석 조각을 모두 모은 것 같습니다. 비석으로 돌아가서 복원이 가능한지 살펴 봅시다.
QUEST_LV_0200_20150714_008482	Kumpulkan %s dari Minos	미노스에게서 %s 수집
QUEST_LV_0200_20150714_008483	Tanyalah kepada Blacksmith di Klaipeda tentang perekat	클라페다의 대장장에게 접착제에 대해 묻기
QUEST_LV_0200_20150714_008484	Tanyakan Blacksmith di Klaipeda tentang perekat untuk mengembalikan bentuk Tombstone.	클라페다의 대장장이에게 비석을 복원하기 위한 접착제에 대해 물어보세요.
QUEST_LV_0200_20150714_008485	Tanyakan Blacksmith di Klaipeda tentang perekat	클라페다의 대장장이에게 접착제에 대해 물어 보기
QUEST_LV_0200_20150714_008486	Kembali ke Tombstone di Namu Temple Ruins	나뮤 사원터의 비석으로 돌아가기
QUEST_LV_0200_20150714_008487	Kamu mampu mendapatkan kotak makanan yang disukai Infrogalas Mages dari blacksmith di Klaipeda. Pertama, kembali ke Namu Temple Ruins.	클라페다의 대장장이로부터 초록 로프들렘이 좋아하는 먹이 상자를 얻을 수 있었습니다. 일단 나뮤 사원터로 돌아 가세요.
QUEST_LV_0200_20150714_008488	Periksa Tombstone	비석 살피기
QUEST_LV_0200_20150714_008489	Kembali ke Tombstone dan periksa statusnya.	비석으로 다시 돌아가 비석의 상태를 살펴 보세요.
QUEST_LV_0200_20150714_008490	Kumpulkan Sticky Resin	끈적이는 수지 수집
QUEST_LV_0200_20150714_008491	Dengan menggunakan Food box yang diberikan Black Smith, pancing dan bunuhlah Green Roftlem, dan kumpulkanlah Sticky Resin. {nl} Kau bisa mendapatkannya secara langsung, dengan berburu Green Roftlem di Laukyme Swamp.	대장장이가 준 먹이 상자를 사용하여 초록 로프틀렘을 유인 한 뒤 처치하여 끈적이는 수지를 모으세요. {nl}또는 라우키메 저습지에서 직접 초록 로프틀렘을 사냥해도 얻을 수 있습니다.
QUEST_LV_0200_20150714_008492	Bentuk kembali Tombstone	비석 조각 붙이기
QUEST_LV_0200_20150714_008493	Kamu sudah mendapatkan cairan pelekat yang cukup. Kembali ke Tombstone dan tempelkan kembali pecahan Tombstone.	끈적이는 수지를 모두 구했습니다. 이제 비석으로 돌아가 비석 조각을 이어 붙이세요.
QUEST_LV_0200_20150714_008494	Membaca Epitaph	비문 읽기
