ETC_20150317_000001	Kepa	케파
ETC_20160616_021718	4 TP[Gift]	4 TP[증정용]
ETC_20160616_021719	Ketika digunakan mendapat 4 TP.	사용 시 4 TP를 획득합니다.
ETC_20160616_021720	5 TP[Gift]	5 TP[증정용]
ETC_20160616_021721	Gunakan untuk mendapatkan 5 TP.	사용 시 5 TP를 획득합니다.
ETC_20160616_021722	6 TP[Gift]	6 TP[증정용]
ETC_20160616_021723	Ketika digunakan mendapat 6 TP.	사용 시 6 TP를 획득합니다.
ETC_20160616_021724	7 TP[Gift]	7 TP[증정용]
ETC_20160616_021725	Ketika digunakan mendapat 7 TP.	사용 시 7 TP를 획득합니다.
ETC_20160616_021726	8 TP[Gift]	8 TP[증정용]
ETC_20160616_021727	Ketika digunakan mendapat 8 TP.	사용 시 8 TP를 획득합니다.
ETC_20160616_021728	9 TP[Gift]	9 TP[증정용]
ETC_20160616_021729	Ketika digunakan mendapat 9 TP.	사용 시 9 TP를 획득합니다.
ETC_20160616_021730	11 TP[Gift]	11 TP[증정용]
ETC_20160616_021731	Ketika digunakan mendapat 11 TP.	사용 시 11 TP를 획득합니다.
ETC_20160616_021732	13 TP[GIft]	13 TP[증정용]
ETC_20160616_021733	Ketika digunakan mendapat 13 TP.	사용 시 13 TP를 획득합니다.
ETC_20160616_021734	14 TP[GIft]	14 TP[증정용]
ETC_20160616_021735	Ketika digunakan mendapat 14 TP.	사용 시 14 TP를 획득합니다.
ETC_20160616_021736	16 TP[GIft]	16 TP[증정용]
ETC_20160616_021737	Ketika digunakan mendapat 16 TP.	사용 시 16 TP를 획득합니다.
ETC_20160616_021738	19 TP[GIft]	19 TP[증정용]
ETC_20160616_021739	Ketika digunakan mendapat 19 TP.	사용 시 19 TP를 획득합니다.
ETC_20160616_021740	23 TP[GIft]	23 TP[증정용]
ETC_20160616_021741	Ketika digunakan mendapat 23 TP.	사용 시 23 TP를 획득합니다.
ETC_20160616_021742	26 TP[GIft]	26 TP[증정용]
ETC_20160616_021743	Ketika digunakan mendapat 26 TP.	사용 시 26 TP를 획득합니다.
ETC_20160616_021744	29 TP[GIft]	29 TP[증정용]
ETC_20160616_021745	Ketika digunakan mendapat 29 TP.	사용 시 29 TP를 획득합니다.
ETC_20160616_021746	33 TP[GIft]	33 TP[증정용]
ETC_20160616_021747	Ketika digunakan mendapat 33 TP.	사용 시 33 TP를 획득합니다.
ETC_20160616_021748	34 TP[GIft]	34 TP[증정용]
ETC_20160616_021749	Ketika digunakan mendapat 34 TP.	사용 시 34 TP를 획득합니다.
ETC_20160616_021750	35 TP[GIft]	35 TP[증정용]
ETC_20160616_021751	Ketika digunakan mendapat 35 TP.	사용 시 35 TP를 획득합니다.
ETC_20160616_021752	36 TP[GIft]	36 TP[증정용]
ETC_20160616_021753	Ketika digunakan mendapat 36 TP.	사용 시 36 TP를 획득합니다.
ETC_20160616_021754	37 TP[GIft]	37 TP[증정용]
ETC_20160616_021755	Ketika digunakan mendapat 37 TP.	사용 시 37 TP를 획득합니다.
ETC_20160616_021756	39 TP[GIft]	39 TP[증정용]
ETC_20160616_021757	Ketika digunakan mendapat 39 TP.	사용 시 39 TP를 획득합니다.
ETC_20160616_021758	44 TP[GIft]	44 TP[증정용]
ETC_20160616_021759	Ketika digunakan mendapat 44 TP.	사용 시 44 TP를 획득합니다.
ETC_20160616_021760	49 TP[GIft]	49 TP[증정용]
ETC_20160616_021761	Ketika digunakan mendapat 49 TP.	사용 시 49 TP를 획득합니다.
ETC_20160616_021762	66 TP[GIft]	66 TP[증정용]
ETC_20160616_021763	Ketika digunakan mendapat 66 TP.	사용 시 66 TP를 획득합니다.
ETC_20160616_021764	75 TP[GIft]	75 TP[증정용]
ETC_20160616_021765	Ketika digunakan mendapat 75 TP.	사용 시 75 TP를 획득합니다.
ETC_20160616_021766	82 TP[GIft]	82 TP[증정용]
ETC_20160616_021767	Ketika digunakan mendapat 82 TP.	사용 시 82 TP를 획득합니다.
ETC_20160616_021768	89 TP[GIft]	89 TP[증정용]
ETC_20160616_021769	Ketika digunakan mendapat 89 TP.	사용 시 89 TP를 획득합니다.
ETC_20160616_021770	99 TP[GIft]	99 TP[증정용]
ETC_20160616_021771	Ketika digunakan mendapat 99 TP.	사용 시 99 TP를 획득합니다.
ETC_20160616_021772	113 TP[GIft]	113 TP[증정용]
ETC_20160616_021773	Ketika digunakan mendapat 113 TP.	사용 시 113 TP를 획득합니다.
ETC_20160616_021774	115 TP[GIft]	115 TP[증정용]
ETC_20160616_021775	Ketika digunakan mendapat 115 TP.	사용 시 115 TP를 획득합니다.
ETC_20160616_021776	132 TP[GIft]	132 TP[증정용]
ETC_20160616_021777	Ketika digunakan mendapat 132 TP.	사용 시 132 TP를 획득합니다.
ETC_20160616_021778	133 TP[GIft]	133 TP[증정용]
ETC_20160616_021779	Ketika digunakan mendapat 133 TP.	사용 시 133 TP를 획득합니다.
ETC_20160616_021780	148 TP[GIft]	148 TP[증정용]
ETC_20160616_021781	Ketika digunakan mendapat 148 TP.	사용 시 148 TP를 획득합니다.
ETC_20160616_021782	165 TP[GIft]	165 TP[증정용]
ETC_20160616_021783	Ketika digunakan mendapat 165 TP.	사용 시 165 TP를 획득합니다.
ETC_20160616_021784	198 TP[GIft]	198 TP[증정용]
ETC_20160616_021785	Ketika digunakan mendapat 198 TP.	사용 시 198 TP를 획득합니다.
ETC_20160616_021786	231 TP[GIft]	231 TP[증정용]
ETC_20160616_021787	Ketika digunakan mendapat 231 TP.	사용 시 231 TP를 획득합니다.
ETC_20160616_021788	297 TP[GIft]	297 TP[증정용]
ETC_20160616_021789	Ketika digunakan mendapat 297 TP.	사용 시 297 TP를 획득합니다.
ETC_20160616_021790	330 TP[GIft]	330 TP[증정용]
ETC_20160616_021791	Ketika digunakan mendapat 330 TP.	사용 시 330 TP를 획득합니다.
ETC_20160616_021792	379 TP[GIft]	379 TP[증정용]
ETC_20160616_021793	Ketika digunakan mendapat 379 TP.	사용 시 379 TP를 획득합니다.
ETC_20160616_021794	445 TP[GIft]	445 TP[증정용]
ETC_20160616_021795	Ketika digunakan mendapat 445 TP.	사용 시 445 TP를 획득합니다.
ETC_20160616_021796	495 TP[GIft]	495 TP[증정용]
ETC_20160616_021797	Ketika digunakan mendapat 495 TP.	사용 시 495 TP를 획득합니다.
ETC_20160616_021798	660 TP[GIft]	660 TP[증정용]
ETC_20160616_021799	Ketika digunakan mendapat 660 TP.	사용 시 660 TP를 획득합니다.
ETC_20160616_021800	990 TP[GIft]	990 TP[증정용]
ETC_20160616_021801	Ketika digunakan mendapat 990 TP.	사용 시 990 TP를 획득합니다.
ETC_20160616_021802	1056 TP[GIft]	1056 TP[증정용]
ETC_20160616_021803	Ketika digunakan mendapat 1056 TP.	사용 시 1056 TP를 획득합니다.
ETC_20160616_021804	1320 TP[GIft]	1320 TP[증정용]
ETC_20160616_021805	Ketika digunakan mendapat 1320 TP.	사용 시 1320 TP를 획득합니다.
ETC_20160616_021806	1650 TP[GIft]	1650 TP[증정용]
ETC_20160616_021807	Ketika digunakan mendapat 1650 TP.	사용 시 1650 TP를 획득합니다.
ETC_20160616_021808	1980 TP[GIft]	1980 TP[증정용]
ETC_20160616_021809	Ketika digunakan mendapat 1980 TP.	사용 시 1980 TP를 획득합니다.
ETC_20160616_021810	3300 TP[GIft]	3300 TP[증정용]
ETC_20160616_021811	Ketika digunakan mendapat 3300 TP.	사용 시 3300 TP를 획득합니다.
ETC_20160616_021812	6600 TP[GIft]	6600 TP[증정용]
ETC_20160616_021813	Ketika digunakan mendapat 6600 TP.	사용 시 6600 TP를 획득합니다.
ETC_20160616_021814	Ash Blonde	애쉬 블론드
ETC_20160616_021815	Ruby Wine	루비 와인
ETC_20160616_021816	Pastel Green	파스텔 그린
ETC_20160616_021817	Ash Grey	애쉬 그레이
ETC_20160616_021818	Quiff Style	퀴프 컷
ETC_20160616_021819	European	유러피안
ETC_20160616_021820	Bread Pony Tail	브레이드 포니테일
ETC_20160616_021821	Long-Wave Perm	롱 웨이브 펌
ETC_20160824_021822	Fake Sequoia	연출용 세콰이아
ETC_20160824_021823	Guild Tower	길드타워
ETC_20160824_021824	Companian Egg	컴패니언 알
ETC_20160824_021825	Tomato	토마토
ETC_20160824_021826	Companian Box	컴패니언 박스
ETC_20160824_021827	Outer Wall District 11	외성벽 제 11구역
ETC_20160824_021828	Inner Wall District 10	내성벽 제 10구역
ETC_20160824_021829	Outer Wall District 13	외성벽 제 13구역
ETC_20160824_021830	Outer Wall District 14	외성벽 제 14구역
ETC_20160824_021831	Outer Wall District 15	외성벽 제 15구역
ETC_20160824_021832	City Wall District 10	도심성벽 제 10구역
ETC_20160824_021833	City Wall District 11	도심성벽 제 11구역
ETC_20160824_021834	Inner Wall District 13	내성벽 제 13구역
ETC_20160824_021835	City Wall District 12	도심성벽 제 12구역
ETC_20160824_021836	Outer Wall District 16	외성벽 제 16구역
ETC_20160824_021837	City Wall District 3	도심성벽 제 3구역
ETC_20160824_021838	City Wall District 4	도심성벽 제 4구역
ETC_20160824_021839	Outer Wall District 9	외성벽 제 9구역
ETC_20160824_021840	Inner Wall District 9	내성벽 제 9구역
ETC_20160824_021841	Inner Wall District 8	내성벽 제 8구역
ETC_20160824_021842	City Wall District 8	도심성벽 제 8구역
ETC_20160824_021843	Nheto Forest	네토 숲
ETC_20160824_021844	Svalphinghas Forest	스팔빈가스 숲
ETC_20160824_021845	Lhadar Forest	라다르 숲
ETC_20160824_021846	Timerys Temple	티메리스 사원
ETC_20160824_021847	Tevhrin Stalactite Cave Section 1	테브린 종유동 1구역
ETC_20160824_021848	Tevhrin Stalactite Cave Section 2	테브린 종유동 2구역
ETC_20160824_021849	Tevhrin Stalactite Cave Section 3	테브린 종유동 3구역
ETC_20160824_021850	Tevhrin Stalactite Cave Section 4	테브린 종유동 4구역
ETC_20160824_021851	Tevhrin Stalactite Cave Section 5	테브린 종유동 5구역
ETC_20160824_021852	Khonot Forest	코노트 숲
ETC_20160824_021853	Khamadon Forest	카마돈 숲
ETC_20160824_021854	Regional Guild Battle	통합 길드배틀
ETC_20160824_021855	Seseorang yang mirip seorang monk sedang melawan beberapa monster{nl}Pergi dan bantu dia	수도사로 보이는 사람이 몬스터와 싸우고 있습니다{nl}그를 도와주세요
ETC_20160824_021856	Aku tidak tahu siapa kamu, tapi terima kasih banyak	누구신지 모르겠지만, 도와주시면 감사하겠습니다
ETC_20160824_021857	Kalahkan Crabil yang menguasai altar	제단을 점령하고 있는 크래빌을 물리치세요
ETC_20160824_021858	Aku akan menghentikan altar!	제단을 멈추겠습니다!
ETC_20160824_021859	Aku butuh waktu lagi!	잠시만 시간을 벌어주세요!
ETC_20160824_021860	Itu adalah bagian pekerjaan yang indah.	훌륭한 세공품이네요.
ETC_20160824_021861	Aku akan memulai ritual.	그럼 의식을 시작하겠습니다.
ETC_20160824_021862	Aromanya menarik banyak Blue Ridimed	향에 이끌린  푸른 리디메드들이 몰려듭니다
ETC_20160824_021863	Seekor Sequoia yang telah berkeliling area muncul	인근을 배회하던 세콰이아가 나타났습니다
ETC_20160824_021864	Ada tempat untuk berlari	이제 도망칠 곳은 없어!
ETC_20160824_021865	Ouch... Aku tidak pernah membayangkan kekuatan suci Owl Sculpture akan begitu kuat...	으윽.. 부엉이 조각상의 신성력이 이정도라니..
ETC_20160824_021866	Kita lihat saja nanti!	두고보자!
ETC_20160824_021867	Clearing penih dengan evil energy	공터가 사악한 기운으로 가득 찼습니다
ETC_20160824_021868	Purification fragment melindungi kamu	정화의 조각이 당신을 보호합니다
ETC_20160824_021869	Ugh! evil energy ini...!	윽..! 사악한 기운이..!
ETC_20160824_021870	Iltiswort berkeliaran di seluruh Laukimo Vacant Lot. Kalahkan Iltiswort!	로왁티 공터에 일티스워트가 도사리고 있습니다. 일티스워트를 처치하세요!
ETC_20160824_021871	Broken Owl Sculpture	망가진 부엉이상
ETC_20160824_021872	Itu sudah tak tertolong, Savior.{nl}Aku punya berita penting untukmu, pergilah ke Uskis Arable Land.	어쩔 수 없군요. 계시자님.{nl}긴히 드릴 말씀이 있으니 우키스 경작지로 와 주셔야 겠습니다.
ETC_20160824_021873	Ambil dari box di sampingmu.	옆에 있는 상자에서 꺼내가십시오.
ETC_20160824_021874	Kekalahan bagi musuh-musuh kita!	적에게 죽음을!
ETC_20160824_021875	Baiklah	알겠습니다
ETC_20160824_021876	Kekalahan bagi demon!	마족에게 죽음을!
ETC_20160824_021877	Mari rebut kembali misi yang hilang!	잃어버린 사명을 되찾자!
ETC_20160824_021878	Hancurkan musuh kita!	적을 무찌르자!
ETC_20160824_021879	86 Gan!	네! 알겠습니다
ETC_20160824_021880	Aku akan bertarung sampai mati!	죽을 때까지 싸우겠습니다!
ETC_20160824_021881	Ya gan! Mengerti!	옙! 알겠습니다
ETC_20160824_021882	Berikan saja perintah!	명령만 내려주십시오!
ETC_20160824_021883	Aku lebih baik mati daripada berhenti bertarung!	싸우다 죽겠습니다!
ETC_20160824_021884	Demon muncul segera setelah kamu menyentuh sculpture!	조각상을 건드리자 마족들이 나타났습니다!
ETC_20160824_021885	Observation Orb telah hancur	감시구가 파괴됐습니다
ETC_20160824_021886	Kalahkan demon yang mengejar Arntas	아른타스를 쫓아오는 마족 몬스터를 처치하세요
ETC_20160824_021887	Lindungi Kahleims sampai Purification Orb selesai	칼레임스가 정화의 구를 완성할 때까지 그를 지켜주세요
ETC_20160824_021888	Demon muncul{nl}segera setelah sculpture dihancurkan dengan Purification Orb	정화의 구로 조각상을 파괴하려 하자{nl}마족이 나타났습니다
ETC_20160824_021889	Device a	a 장치
ETC_20160824_021890	Device b	b 장치
ETC_20160824_021891	Device c	c 장치
ETC_20160824_021892	Device d	d 장치
ETC_20160824_021893	Seekor Lavenzard muncul{nl}saat kamu mencoba menghancurkan scultpure	조각상을 파괴하러 하자{nl}래밴자드가 등장했습니다
ETC_20160824_021894	Seekor Lavenzard muncul{nl}saat kamu mencoba menghancurkan scultpure	조각상을 파괴하려 하자{nl}래밴자드가 나타났습니다
ETC_20160824_021895	Kalahkan Demon yang menyerang	공격해 오는 마족을 처치하세요
ETC_20160824_021896	Demon datang!	저기 마족이 온다!
ETC_20160824_021897	Oh tidak... Kita akan mati!	오... 안돼. 우린 죽은 목숨이야.
ETC_20160824_021898	Demon dan monster memblok rute ke Smekla Base{nl}Kalahkan demon dan monster lalu masuk ke Smekla Base	마족과 몬스터가 스메클라 기지로 가는 길을 막고 있습니다{nl}마족과 몬스터들을 처치하고 스메클라 기지로 이동하세요
ETC_20160824_021899	Kalahkan demon yang menyerang unit{nl} agar soldier bisa mundur	병사들이 안전하게 퇴각할 수 있도록{nl}부대를 공격하는 마족을 처치하세요
ETC_20160824_021900	Mundur semua!	자 여길 벗어난다!
ETC_20160824_021901	Storyteller	이야기꾼
ETC_20160824_021902	Sebuah title yang diberikan kepada orang yang telah bertemu dengan 100 NPC.	100명의 NPC를 만난 유저에게 주어지는 칭호입니다.
ETC_20160824_021903	Shady Geologist	수상한 지리학자
ETC_20160824_021904	Sebuah title yang diberikan kepada orang-orang yang telah menemukan seluruh treasure chest.	보물 상자를 모두 발견한 유저에게 지급되는 칭호입니다.
ETC_20160824_021905	Geologist	지리학자
ETC_20160824_021906	100-Days Celebratory Event	100일 기념 이벤트
ETC_20160824_021907	Goddess' Blessing	여신의 축복
ETC_20160824_021908	Goddess Blessing meningkatkan EXP yang kamu dapat dan drop rate sebesar 30%.	여신의 축복으로 경험치 30%, 드랍율 30%가 향상됩니다.
ETC_20160824_021909	Swallow Soul	영혼을 삼킴
ETC_20160824_021910	Ini adalah monster yang telah menelan Soul	영혼을 삼킨 몬스터입니다
ETC_20160824_021911	Depressed expression	우울한 눈빛
ETC_20160824_021912	Kamu dapat menemukan monster yang telah menelan Soul	영혼을 삼킨 몬스터를 찾을 수 있습니다
ETC_20160824_021913	The Soul-seeing eye	영혼을 보는 눈
ETC_20160824_021914	Kamu dapat melihat jiwa yang lemah	미약한 영혼들이 보입니다
ETC_20160824_021915	Curse of the Barrier Crystals	경계수정의 저주
ETC_20160824_021916	Kamu telah dikutuk oleh Barrier Crystals	경계수정의 저주에 걸렸습니다
ETC_20160824_021917	Incapable of Combat	전투불능
ETC_20160824_021918	Kamu tidak bisa bertarung.	전투 불능 상태입니다.
ETC_20160824_021919	Transform Essence	정수 변환
ETC_20160824_021920	Transforming Blue Hohen Ritter Essence	푸른 호헨 리터의 정수를 변환하고 있습니다
ETC_20160824_021921	Cari Divine Power	신성력 탐색
ETC_20160824_021922	Object yang menghindari Divine Power	신성력이 바닥난 물건
ETC_20160824_021923	Warmth	온기
ETC_20160824_021924	Kamu ditelan kehangatan.	온기가 몸을 감쌉니다.
ETC_20160824_021925	Kamu ditelan kedinginan.	냉기가 몸을 감쌉니다.
ETC_20160824_021926	Ringing in the ears	이명
ETC_20160824_021927	Kamu mendengar bisikan di kepalamu.	머리속에 의미를 알 수 없는 속삭임이 들린다.
