SKILL_20150317_000001	Attack	공격
SKILL_20151116_005626	Ketika mengenakan [Shield] mmaka persentase blokir serangan [Missile] dari musuh meningkat, Jika blok berhasil maka dengan akumulasi shield defense selama 10 detik, meningkatkan physical attack. Angka akumulasi diberlakukan 50% setiap property level.	[방패] 착용 시 적의 [미사일] 공격을 블록할 확률이 증가하고, 블록에 성공하면 10초 동안 방패 방어력의 비례하여 물리 공격력이 증가합니다. 비례 수치는 특성 레벨당 50%로 적용됩니다.
SKILL_20151116_005627	Player yang disembuhkan dengan [Detoxify] menjadi kebal terhadap poison selama 4 detik per attribute level.	스킬 [해독]으로 [독]이 해제된 캐릭터는 특성 레벨당 4초 동안 [독]에 면역이 됩니다.
SKILL_20151116_005628	Wugushi: Poison Reserve	무고사: 독 절약
SKILL_20151116_005629	Menurunkan harga Poison Pot sebanyak 1% per attribute level saat menggunakan Wugushi skill.	무고사 스킬 사용시 소비되는 포이즌 팟 독이 특성 레벨당 1% 감소합니다.
SKILL_20151116_005630	Jincan Gu: Evasion Rate Decrease	금잠고: 회피율 감소
SKILL_20151116_005631	Menurunkan evasion rate musuh yang terkena [Jincan Gu] sebanyak 5% per attribute level.	[금잠고]에 걸려 있는 적은 회피율이 특성 레벨당 5% 감소합니다.
SKILL_20151116_005632	Zhendu: Poison Resistance Decrease	짐 독: 독 저항 감소
SKILL_20151116_005633	Menurunkan poison resistance musuh yang terkena [Zhendu] sebanyak 7 per attribute level.	[짐 독]에 걸려 피해를 받고 있는 적은 독 속성 저항력이 특성 레벨당 7 감소합니다.
SKILL_20151116_005634	Capturing: Ally Magic Circle	노획: 아군 마법진 획득
SKILL_20151116_005635	Kamu tidak hanya dapat merebut Magic Circle musuh, tapi juga rekan kamu dengan [Capturing].	적의 마법진 뿐만 아니라, 파티원의 마법진도 [노획]으로 가져올 수 있습니다.
SKILL_20151116_005636	Hovering: Enhance	호버링: 강화
SKILL_20151116_005637	Meningkatkan damage yang diberikan pada musuh dengan [Hovering] sebesar 1% per attribute level.	적에게 입히는 [호버링]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005638	Pheasant: Enhance	멍텅구: 강화
SKILL_20151116_005639	Meningkatkan damage yang diberikan pada musuh dengan [Pheasant] sebesar 1% per attribute level.	적에게 입히는 [멍텅구]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005640	Circling: Nullify Decrease	서클링: 무효화 감소
SKILL_20151116_005641	Menurunkan kesempatan untuk membatalkan serangan sebesar 5% per attribute level saat musuh berada didalam range area [Circling].	[서클링] 반경에 있는 적은 공격 받을 때, 그 공격을 무효화 할 확률이 특성 레벨당 5% 감소합니다.
SKILL_20151116_005642	Ketika mengenakan equipment tipe senjata, maka akurasi meningkat 5% setiap property level..	총기류 장비 착용 시 명중률이 특성 레벨당 5% 증가합니다.
SKILL_20151116_005643	Memberikan 10% additional damage per attribute level pada monster tipe Mutant saat menggunakan [Revolver].	변이형 몬스터에게 [권총] 기본 공격 시 특성 레벨당 10% 추가 대미지를 줍니다.
SKILL_20151116_005644	Retreat Shot: Nullify Increase	후퇴 사격: 무효화 증가
SKILL_20151116_005645	Meningkatkan kesempatan untuk membatalkan serangan musuh saat menggunakan [Retreat Shot] sebesar 0.5% per attribute level.	스킬 [후퇴 사격] 중일 때 적의 공격을 무효화할 확률이 특성 레벨당 0.5% 증가합니다.
SKILL_20151116_005646	Cannon Shot: Enhance	캐논샷: 강화
SKILL_20151116_005647	Meningkatkan damage yang diberikan pada musuh dengan [Cannon Shot] sebesar 1% per attribute level.	적에게 입히는 [캐논샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005648	Shootdown: Enhance	슛다운: 강화
SKILL_20151116_005649	Meningkatkan damage yang diberikan pada musuh dengan [Shootdown] sebesar 1% per attribute level.	적에게 입히는 [슛다운]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005650	Siege Burst: Enhance	시즈버스트: 강화
SKILL_20151116_005651	Meningkatkan damage yang diberikan pada musuh dengan [Siege Burst] sebesar 1% per attribute level.	적에게 입히는 [시즈버스트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005652	Cannon Blast: Enhance	캐논 블래스트: 강화
SKILL_20151116_005653	Meningkatkan damage yang diberikan pada musuh dengan [Cannon Blast] sebesar 1% per attribute level.	적에게 입히는 [캐논 블래스트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005654	Shootdown: Falling	슛다운: 추락
SKILL_20151116_005655	Monster type air yang terkena skill [Shootdown] akan terjatuh ke tanah selama 3 detik setiap properti level. (Ground Monster Judge)	스킬 [슛다운]에 피격 된 공중형 몬스터는 특성 레벨당 3초 동안 땅으로 떨어집니다. (지상형 몬스터 판정)
SKILL_20151116_005656	Seas Burst : Increase Range	시즈버스트: 사거리 증가
SKILL_20151116_005657	Ketika menggunakan skill [Seas Buster] dapat menentukan lokasi yang lebih jauh lagi. Semakin tinggi property level maka jarak akan semakin jauh.	스킬 [시즈 버스트] 사용시 더욱 먼 위치를 지정할 수 있습니다. 특성 레벨이 높을 수록 사거리가 길어집니다.
SKILL_20151116_005658	Cannon Blast : Destroy Armor	캐논 블래스트: 방어구파괴
SKILL_20151116_005659	Musuh yang terkena skill [Cannon Blast] akan mengalami kondisi [Armor Break] selama 10 detik dengan persentase 7% setiap property level.	스킬 [캐논 블래스트]에 피격 된 적은 특성 레벨당 7% 확률로 10초 동안 [아머브레이크] 상태에 빠집니다.
SKILL_20151116_005660	Ketika menyerang dengan [Rifle] kepada Monster ukuran kecil maka instant dead dengan persentase 0.5% setiap property level.	소형 몬스터에게 [장총]으로 공격 시 특성 레벨당 0.5% 확률로 즉사시킵니다.
SKILL_20151116_005661	Covering Fire : Enhancement	커버링 파이어: 강화
SKILL_20151116_005662	Meningkatkan 1% Damage dari [Covering Fire] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [커버링 파이어]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005663	Head Shot : Enhancement	헤드 샷: 강화
SKILL_20151116_005664	Meningkatkan 1% Damage dari [Head Shot] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [헤드샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005665	Snipe : Enhancement	스나이프: 강화
SKILL_20151116_005666	Meningkatkan 1% Damage dari [Snipe] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [스나이프]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005667	Penetration Shot : Enhancement	페네트레이션 샷: 강화
SKILL_20151116_005668	Meningkatkan 1% Damage dari [Penetration Shot] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [페네트레이션 샷]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005669	Butt Stroke : Enhancement	버트스트로크: 강화
SKILL_20151116_005670	Meningkatkan 1% Damage dari [Butt Stroke] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [버트스트로크]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005671	Bayonet Thrust : Enhancement	바요넷 쓰러스트: 강화
SKILL_20151116_005672	Meningkatkan 1% Damage dari [Bayonet Thrust] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [바요넷 쓰러스트]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005673	Butt Stroke : Stun	버트스트로크: 스턴
SKILL_20151116_005674	Musuh yang terkena skill [Butt Stroke] akan mengalami stun 3 detik dengan presentase 1.5% setiap property level.	스킬 [버트스트로크]에 피격된 적이 특성 레벨당 1.5% 확률로 3초 동안 스턴에 걸립니다.
SKILL_20151116_005675	Ketika melakukan basic attack dengan [Blunt] kepada musuh, mengenakan stun dengan chance 2%.	적에게 [둔기]로 기본 공격 시 특성 레벨당 2% 확률로 스턴에 걸립니다.
SKILL_20151116_005676	Meningkatkan jumlah dari [Blessing] sebanyak 10 per attribute level.	스킬 [블레싱]의 공격 횟수가 특성 레벨당 10 증가합니다.
SKILL_20151116_005677	Caraver World Tree: Maintain	세계수 조각: 유지
SKILL_20151116_005678	Mengurangi range dari [Caraver World Tree], namun meningkatkan durasinya selama 10 detik.	스킬 [세계수 조각] 범위가 줄어드는 대신 지속시간이 10초 증가됩니다.
SKILL_20151116_005679	Carve Goddess Ausrine: Cooldown Decrease	아우슈리네 여신상: 대기시간 감소
SKILL_20151116_005680	Mengurangi cooldown dari [Carve Goddess Ausrine] selama 10 detik.	스킬 [아우슈리네 여신상]의 재사용 대기시간이 10초 감소합니다.
SKILL_20151116_005681	Mengurangi physical defense musuh sebesar 30% dengan kemungkinan sebesar 10% per attribute level ketika menggunakan basic attack selama Out of Body. (Tidak dapat mengubah ON / OFF selama  Out of Body.)	유체 상태에서의 기본 공격에 피격 된 적은 특성 레벨당 10% 확률로 물리 방어력이 30% 감소합니다. (유체 이탈 중에는 ON/OFF를 할 수 없습니다.)
SKILL_20151116_005682	Mengurangi penggunaan SP per detik dari [Vashita Siddhi] sebesar 0.5% per attribute level. 	스킬 [바쉬타 싯디]의 1초당 SP 소모량이 특성 레벨당 0.5% 감소합니다.
SKILL_20151116_005683	Meningkatkan kesempatan untuk menghilangkan fire, ice, lightning, poison dan earth property attack sebesar 0.08% per attribute level saat [Resist Elements] diaktifkan.	스킬 [레지스트 엘리멘탈]이 활성화 중일 때 불, 얼음, 전기, 독, 땅 속성 공격을 무효화할 확률이 특성 레벨당 0.8% 증가합니다.
SKILL_20151116_005684	Resist Elements: Enhance	레지스트 엘리멘츠: 강화
SKILL_20151116_005685	Meningkatkan property resistance dari [Resist Elements] sebanyak 1 per attribute level.	특성 레벨당 [레지스트 엘리멘츠] 속성 저항력들이 1 증가합니다.
SKILL_20151116_005686	Magic Defense Increase: Durasi	마법방어력 증가: 지속시간
SKILL_20151116_005687	Meningkatkan durasi dari [Magic Defense Increase] selama 1 detik per attribute level.	스킬 [마법방어력 증가]의 지속시간이 특성 레벨당 1초씩 증가합니다.
SKILL_20151116_005688	Druid: Animal-type Speciality	드루이드: 동물형 특화
SKILL_20151116_005689	Meningkatkan critical rate dari monster tipe hewan yang diubah dengan [Shape Shifting] atau [Transform] sebesar 10% per attribute level.	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 동물형이면 치명타 발생이 특성 레벨당 10% 증가합니다.
SKILL_20151116_005690	Druid: Plant-type Speciality	드루이드: 식물형 특화
SKILL_20151116_005691	Meningkatkan HP recovery dan SP recovery dari monster tipe tumbuhan yang diubah dengan [Shape Shifting] atau [Transform] sebesar 10% per attribute level.	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 식물형이면 HP 회복력과 SP 회복력이 특성 레벨당 10% 증가합니다.
SKILL_20151116_005692	Druid: Insect-type Speciality	드루이드: 곤충형 특화
SKILL_20151116_005693	Meningkatkan defense dan magic defensedari monster tipe serangga yang diubah dengan [Shape Shifting] atau [Transform] sebesar 8% per attribute level.	[쉐입시프팅] 혹은 [트랜스폼]으로 변신한 몬스터가 곤충형이면 방어력과 마법방어력이 특성 레벨당 8% 증가합니다.
SKILL_20151116_005694	Meningkatkan the defense and magic defense of the transformed insect-type monster via [Shape Shifting] atau [Transform] by 8% per attribute level.	스킬 [아케인에너지] 사용시 범위에 있는 적은 [특성 레벨] 만큼의 신성 피해를 받습니다.
SKILL_20151116_005695	Resetting: Cooldown Decrease	리셋팅: 대기시간 감소
SKILL_20151116_005696	Mengurangi cooldown dari [Resetting] selama 30 detik.	스킬 [리셋팅]의 재사용 대기시간이 30초 감소합니다.
SKILL_20151116_005697	Forecast: Nullify Increase	포어캐스트: 무효화 증가
SKILL_20151116_005698	Meningkatkan kemungkinan untuk membatalkan serangan musuh saat mengaktifkan [Forecast] sebesar 1% per attribute level.	[포어캐스트]가 활성화 중일 때 적의 공격을 무효화할 확률이 특성 레벨당 1% 증가합니다.
SKILL_20151116_005699	Arcane Energy: Durasi	아케인에너지: 지속시간
SKILL_20151116_005700	Meningkatkan durasi dari [Arcane Energy] selama 1 menit per attribute level.	스킬 [아케인에너지]의 지속시간이 특성 레벨당 1분씩 증가합니다.
SKILL_20151116_005701	Death Sentence: Slow	죽음의 선고: 슬로우
SKILL_20151116_005702	Mengurangi movement speed dari musuh yang terkena [Death Sentence] sebesar 15% per attribute level.	[죽음의 선고]에 걸린 적은 이동속도가 특성 레벨당 15%씩 감소합니다.
SKILL_20151116_005703	Healing Factor : Attack	힐링팩터: 공격
SKILL_20151116_005704	Jika musuh menginjak [Healing Factor] Magic Circle maka memberikan damage berkelanjutan. Total damage diakumulasi pada besaran HP karakter saat ini.	[힐링팩터] 마법진을 적이 밟으면 지속적인 피해를 줍니다. 총 피해량은 캐릭터의 현재 HP량에 비례합니다.
SKILL_20151116_005705	Incineration: Enhance	소각: 강화
SKILL_20151116_005706	Meningkatkan 1% Damage dari [Incineration] yang dikenakan kepada musuh setiap level Property.	적에게 입히는 [소각]의 대미지가 특성 레벨당 1% 증가합니다.
SKILL_20151116_005707	Bloodletting: Hemostasis	방혈: 지혈
SKILL_20151116_005708	Meningkatkan periode waktu konsumsi HP sebesar 0,02 detik per level attribute ketika efek [Bloodletting] diaktifkan	[방혈] 효과가 활성화 중일 때 HP 소모되는 주기 시간이 특성 레벨당 0.02초 증가합니다.
SKILL_20151116_005709	Bloodletting: Substitute SP	방혈: SP 대체
SKILL_20151116_005710	Setiap tick memiliki kemungkinan 10% per attribute level untuk mengurangi SP dan bukan HP ketika efek [Bloodletting] diaktifkan	[방혈] 효과가 활성화 중일 때 틱당 특성 레벨당 10% 확률로 HP가 아니라 SP가 깎입니다.
SKILL_20151116_005711	Setelah mendapat efek dari [Fumigate], maka selama 10 detik abnormal status dibawah level 3, akan terblokir dengan kemungkinan 5% per attribute level.	[소독]의 효과를 받은 후 10초 동안 3레벨 이하의 상태이상을 차단할 확률이 특성 레벨당 5% 증가합니다.
SKILL_20151116_005712	Range dari Skill [Fumigate] menjadi area purification selama 10 detik. Meningkatkan poison resistance kawan pada area sebesar 10% per attribute level.	스킬 [소독]의 범위는 10초 동안 정화 지역이 됩니다. 이 곳에 있는 동료는 독 속성 저항력이 10% 증가합니다.
SKILL_20151116_005713	Bird Beak Mask : Immune	새 부리 가면: 면역
SKILL_20151116_005714	Ketika menggunakan [Bird Beak Mask] maka persentase memblokir abnormal status level 3 ke atas meningkat 5% setiap property level, tetapi konsumsi SP per tick juga meningkat.	[새 부리 가면]을 착용 중 3레벨 상태이상을 차단할 확률이 특성 레벨당 5% 증가하지만, 틱당 SP 소모량도 증가합니다.
SKILL_20151116_005715	Bird Beak Mask : Poison Resistance	새 부리 가면: 독 저항
SKILL_20151116_005716	Ketika sedang menggunakan [Bird Beak Mask] maka Resistance Poison Attribute meningkat 5 setiap property level.	[새 부리 가면]을 착용 중 독 속성 저항력이 특성 레벨당 5 증가합니다.
SKILL_20151116_005717	Revenged Sevenfold : Duration	리벤지드 세븐폴드: 지속시간
SKILL_20151116_005718	Durasi efek dari skill [Revenged Sevenfold] meningkat 1 detik setiap property level.	스킬 [리벤지드 세븐폴드] 효과의 지속시간이 특성 레벨당 1초 증가합니다.
SKILL_20151116_005719	Revenged Sevenfold : Curse	리벤지드 세븐폴드: 저주
SKILL_20151116_005720	Musuh yang terkena damage dengan [Revenged Sevenfold] akan mengalami kondisi [Curse] selama 4 detik dengan persentase 10% setiap property level.	스킬 [리벤지드 세븐폴드]로 피해 입은 적이 특성 레벨당 10% 확률로 4초 동안 [저주] 상태에 빠집니다.
