QUEST_LV_0100_20150317_000001	Sentinel	경계병
QUEST_LV_0100_20160824_014940	Ranger Master mengatakan bahwa Quarel Shooter Master mungkin tertarik untuk menukar buku dengan Tough Glizardon Leather. Pergi ke Tenet Church B1 setelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Bawa kembali kulit Glizardon dari sana.	레인저 마스터는 쿼렐슈터 마스터에게 글리자돈의 질긴 가죽으로 책과 거래를 할 수도 있을 것이라고 합니다. 샤울레이 광산 마을 너머의 스라우타스 협곡을 거쳐 겔리 고원을 지나 테넷 성당으로 향하세요. 그리고 테넷 성당 지하 1층에서 글리자돈의 질긴 가죽을 구해 오세요.
QUEST_LV_0100_20160824_014941	Pertama, pergi ke Miners' Village melalui East Siauliai Woods. Kemudian cari batu-batu di daerah tersebut seperti yang Ranger Master katakan.	먼저 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 레인저 마스터가 알려준 지역에서 적당한 바위를 수집하세요.
QUEST_LV_0100_20160824_014942	Pergi ke Basement Tenet Church sebelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Kemudian dapatkan Coarse Bark dari Yognomes disana untuk mendapatkan bantuan Peltasta Master.	샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당 지하 1층까지 진행하세요. 그 다음 펠타스타 마스터에게 협조를 구하는 댓가로 테넷 성당 지하 1층의 요노움에게서 성긴 나무 껍질을 구해 전해 주세요.
QUEST_LV_0100_20160824_014943	Peltasta Master telah memberikanmu satu misi. Pergi ke basement Tenet Church sebelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Kemudian dapatkan Glizardon Black Claws pada area itu.	펠타스타 마스터는 한 가지 임무를 맡겼습니다. 샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당 지하 1층까지 진행하세요. 그 후 테넷 성당 지하 1층에 있는 글리자돈의 검은 손톱을 구해 오세요.
QUEST_LV_0100_20160824_014944	Pergi ke Tenet Garden sebelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Kemudian, pasang Pot of Fire disebelah monster yang bisa ditemukan di sana untuk mengumpulkan energy of fire.	먼저 샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 화원까지 들어가 주세요. 테넷 화원에 있는 몬스터 근처에서 불의 항아리를 설치하여 불의 기운을 모아 주세요.
QUEST_LV_0100_20160824_014945	Pyromancer berharap kamu akan bisa membantunya menemukan sebuah buku. Pergi ke Miners' Village melalui East Siauliai Woods. Kemudian cari Mayor dari Miners' Village dan tanyakan di mana buku kira-kira berada.	크리오맨서는 자신이 찾는 귀한 책이 있다면서 그 책을 찾아다 주길 원하고 있습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을의 촌장을 찾아 책의 행방에 대해 대화해 보세요.
QUEST_LV_0100_20160824_014946	Swordman Master ingin mendapatkan wawasan untuk meningkatkan kemampuannya. Pergi ke Basement Tenet Church sebelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village. Kemudian pelajari apa yang Swordman Master ingin kuasai dengan mengalahkan Glizardons disana.	소드맨 마스터는 깨달음을 얻길 원하고 있습니다. 샤울레이 광산 마을 너머의 스라우타스 협곡을 통해 겔리 고원을 지나 테넷 성당 지하 1층까지 진행하세요. 그 후 테넷 성당 지하 1층의 글리자돈을 처치하면서 소드맨 마스터가 한 말의 의미를 깨닫고 오세요.
QUEST_LV_0100_20160824_014947	Priest Master ingin membuktikan ketulusannya kepada goddess. Pergi ke Miners' Village melalui East Siauliai Woods. Kemudian temui possessed soldier di Miners' Village dan lakukan exorcism.	프리스트 마스터는 여신을 향한 신실함을 증명하라고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 악령에 빙의된 병사를 찾아 퇴마 의식을 치뤄 주세요.
QUEST_LV_0100_20160824_014948	Pergi ke Tenet Church sebelah Gele Plateau dengan melewati Srautas Gorge yang berada di luar Miners' Village untuk mendapatkan bahan-bahan yang diminta oleh Wizard Master. Kamu bisa memperoleh Galok Fur dari ground floor, Egnome Fragment dari second floor dan Glizardon Horns dari 1st basement floor.	위저드 마스터가 원하는 재료들을 얻기 위해 샤울레이 광산 마을 너머의 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당 안으로 진입하세요. 그 다음 테넷 성당 지하 1층의 글리자돈의 뿔, 지상 1층의 갈록의 털, 지상 2층의 이노움의 파편을 모아다 주세요.
QUEST_LV_0100_20160824_014949	Cleric Master telah meminta bantuan untuk mengobati pasien. Obati pasien setelah memperoleh Divine Water dari Priest dan Krivis Master.	클레릭 마스터는 환자를 치료하는 것을 도와달라고 합니다. 프리스트 마스터와 크리비 마스터에게 성수를 받은 다음 광산 마을에 있는 환자를 치료해 주세요.
QUEST_LV_0100_20160824_014950	Kamu telah memperoleh Divine Water dari Priest dan Krivis Master. Pergi ke Miners' Village melalui East Siauliai Woods dan obati pasien di sana.	프리스트 마스터와 크리비 마스터에게 성수를 받았습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 간 다음 광산 마을에 있는 환자를 치료해 주세요.
QUEST_LV_0100_20160824_014951	Bicara kepada Stonemason Canolyn	석공 캐놀린과 대화
QUEST_LV_0100_20160824_014952	Kamu telah bertemu Stonemason Canolyn yang terlihat sangat kebingungan. Bicara dengan Stonemason Canolyn.	굉장히 난처해 보이는 석공 캐놀린을 만났습니다. 석공 캐놀린과 대화해 보세요.
QUEST_LV_0100_20160824_014953	Laporkan kembali ke Stonemason Canolyn	석공 캐놀린에게 보고
QUEST_LV_0100_20160824_014954	Tampaknya kamu telah mengurangi beberapa jumlah Cockatrices. Laporkan kembali ke Stonemason Canolyn.	코카트리스의 수를 꽤 많이 줄인 것 같습니다. 석공 캐놀린에게 보고하세요.
QUEST_LV_0100_20160824_014955	Stonemason Canolyn mengatakan bahwa peralatannya telah dicuri oleh para monster. Bicara dengannya lagi.	석공 캐놀린은 몬스터에게 연장을 다 도둑맞았다고 합니다. 석공 캐놀린과 다시 대화해 보세요.
QUEST_LV_0100_20160824_014956	Sayangnya, tidak ada equipment box. Kembali ke Stonemason Canolyn.	안타깝게도 도구함은 없었습니다. 석공 캐놀린에게 돌아가 보세요.
QUEST_LV_0100_20160824_014957	Kumpulkan Cockat Tails	코카트의 꼬리 수집
QUEST_LV_0100_20160824_014958	Tara Miles mengatakan bahwa Cockat telah mati dan meninginkan ekornya. Dapatkan Cockat tail dari sisi lain Camp of Apiarists.	타라 마일즈는 코카트가 이미 병에 걸려 있다면서 그 꼬리를 원하고 있습니다. 양봉꾼의 캠프 너머에 있는 코카트의 꼬리를 구해 오세요.
QUEST_LV_0100_20160824_014959	Serahkan Cockat tail kepada Tara Miles	타라 마일즈에게 코카트의 꼬리 전달
QUEST_LV_0100_20160824_014960	Kamu tampaknya telah memperoleh cukup Cockat tail. Kembali ke Tara Miles.	코카트의 꼬리를 충분히 구한 것 같습니다. 타라 마일즈에게 돌아 가세요.
QUEST_LV_0100_20160824_014961	Dapatkan Cockat tails	코카트의 꼬리 획득
QUEST_LV_0100_20160824_014962	Sebagai bukti ketulusanmu, Priest Master ingin kamu untuk mengumpulkan	프리스트 마스터는 신실함의 증명으로 
QUEST_LV_0100_20160824_014963	.Menuju ke Miners' Village setelah melewati East Siauliai Woods. Kemudian, kalahkan Vubbes didekat Miners' Village dan kumpulkan	를 구해오라고 했습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을 근처의 부베들을 처치하고 
QUEST_LV_0100_20160824_014964	.	를 구하세요.
QUEST_LV_0100_20160824_014965	Krivis Master berkata bahwa Krivis bersaudara yang mengangkut Holy Relic telah menghilang. Pergilah ke Miners' Village di East Siauliai Forest. Coba carilah Krivis yang menghilang dari situ	크리비 마스터는 성물을 운반하던 크리비 형제가 실종되었다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을에 숨어있는 크리비 형제를 찾아 보세요.
QUEST_LV_0100_20160824_014966	Kumpulkan Red Keppa Peels di Miners' Village	샤울레이 광산 마을에서 붉은 케파의 껍질 수집
QUEST_LV_0100_20160824_014967	Swordman Master memintamu membuktikan pantas tidaknya dirimu menggunakan pedang. Pergilah ke Miners' Village sesudah East Siauliai Forest. Habisi Red Keppa dan kuliti mereka	소드맨 마스터는 스스로가 검에 어울리는 사람인지 증명하라고 하였습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을에서 붉은 케파를 처치하고 붉은 케파의 껍질을 수집해 오세요.
QUEST_LV_0100_20160824_014968	Kau telah mengoleksi Red Kepa Peels yang diperlukan. Berikanlah pada Swordman Master	붉은 케파의 껍질을 모두 모았습니다. 소드맨 마스터에게 붉은 케파의 껍질을 전해 주세요.
QUEST_LV_0100_20160824_014969	Memeroleh Red Kepa Peels	붉은 케파의 껍질 획득
QUEST_LV_0100_20160824_014970	Habisi Red Kepa	붉은 케파를 처치
QUEST_LV_0100_20160824_014971	Wizard Master lebih mengutamakan kegigihan seseorang. Pergilah ke Miners' Village sesudah East Siauliai Forest. Habisi Red Keppa sebelum kembali ke Wizard master	위저드 마스터는 근성의 중요성에 대해 강조하고 있습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을에서 붉은 케파를 처치하고 위저드 마스터에게 돌아가세요.
QUEST_LV_0100_20160824_014972	Kau telah menghabisi semua Red Keppa. Kembali dan laporkan ke Wizard Master	붉은 케파를 모두 처치하였습니다. 위저드 마스터에게 돌아가 보고하세요.
QUEST_LV_0100_20160824_014973	Kalahkan Jukopus untuk memeroleh core mereka	유코푸스를 처치해 유코푸스의 핵 획득
QUEST_LV_0100_20160824_014974	Archer Master ingin menguji kemampuanmu, Pergilah ke Miners' Village selewat East Siaulia Forest. Kalahkan Jukopus untuk mengambil core mereka.	아처 마스터는 자신의 지도를 받을 자격이 되는지 확인하려고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을의 유코푸스에게서 유코푸스의 핵을 모아오세요.
QUEST_LV_0100_20160824_014975	Kau telah mengumpulkan Jukopus Core. Berikan ke Archer Mater	유코푸스의 핵을 전부 모았습니다. 아처 마스터에게 핵을 전해 주세요.
QUEST_LV_0100_20160824_014976	Memeroleh Jukopus Core	유코푸스의 핵 획득
QUEST_LV_0100_20160824_014977	Cleric Master berkata bahwa kau perlu mengabdi untuk meningkatkan kemampuanmu. Pergilah ke Minners' Village selewat East Siauliai Forest. Habisi Vubbe dekat Miners' Village dan kumpulkan Green Ointment	클레릭 마스터는 봉사로써 더욱 높은 경지를 바라볼 수 있다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을의 부베들을 처치하고 녹색 고약을 모아 오세요.
QUEST_LV_0100_20160824_014978	Kau seperti melihat seseorang, coba ajak bicara	누군가 매우 흐릿하게 보입니다. 그와 대화해 보세요.
QUEST_LV_0100_20160824_014979	Pergilah ke Tenet Church dekat Gele Plateau. Kumpulkan Pawndel Soul Crytal dan Pawnd Mind Crystal dari lantai dasarnya	샤울레이 광산 마을 너머 스라우타스 협곡을 지나 겔리 고원을 거쳐 테넷 성당까지 진행하세요. 그리고 테넷 성당 지상 1층에서 폰델의 영혼결정과 폰드의 정신결정을 수집하세요. 
QUEST_LV_0100_20160824_014980	Habisi Jukopus dekat Miners' Village	샤울레이 광산 마을의 유코푸스 처치
QUEST_LV_0100_20160824_014981	Kau harus melewati ujian untuk menjadi Peltasta. Pergilah ke Miners' Village dan kalahkan Jukopus	펠타스타가 되기 위해서는 입문 과제를 거쳐야 한다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을에 서식 중인 유코푸스들을 처치하세요.
QUEST_LV_0100_20160824_014982	Kau telah menghabisi Jukopus. Laporkan ke Peltasta Master	유코푸스들을 모두 처치했습니다. 펠타스타 마스터에게 돌아가 보고하세요.
QUEST_LV_0100_20160824_014983	Habisi Vubbe di Miners' Village	샤울레이 광산 마을에서 부베 처치
QUEST_LV_0100_20160824_014984	Kau harus diuji terlebih dahulu sebelum menjadi Highlander. Pergilah ke Miners' Village dan habisi Vubbe disana	하이랜더가 되기 위해서는 입문 과제를 거쳐야 한다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을에 퍼져 있는 부베들을 처치하세요.
QUEST_LV_0100_20160824_014985	Habisi Vubbe di Miners' Village	샤울레이 광산 마을의 부베처치
QUEST_LV_0100_20160824_014986	Pyromancer berkata bahwa kau diperbolehkan melakukan penelitian apabila kau membantu Bokor Master yang juga tengah melakukan penelitian	파이로맨서는 자신의 연구를 도와 준다면 파이로맨서의 입문을 허락하겠다고 합니다. 보코르 마스터의 집에 있는, 파이로맨서와 공동 연구중인 보코르 마스터를 찾아가 그녀의 연구를 도와 주세요.
QUEST_LV_0100_20160824_014987	Kau menemukan penduduk desa, namun mereka tampaknya terluka. Tanyakan mereka apa yang terjadi	마을 주민을 찾았지만 상처를 입은 것 같습니다. 어찌된 일인지 마을 주민과 대화해 보세요.
QUEST_LV_0100_20160824_014988	Temukan lensa dari Miners' Village	샤울레이 광산 마을에서 렌즈 찾기
QUEST_LV_0100_20160824_014989	Sang Quarrel Shooter berkata bahwa ia memerlukan teleskop untuk digunakan pada Astral Tower dan mereka tahu lokasinya. Coba temukan di Miners' Village	쿼렐슈터는 별의 탑에 있던 망원경을 찾고 있다며 그 중 렌즈의 단서를 얻었다고 합니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가서 렌즈를 찾아 보세요.
QUEST_LV_0100_20160824_014990	Kumpulkan Vubbe Poison Sample	부베 독 견본 수집
QUEST_LV_0100_20160824_014991	Ranger Master menyebut assassin dengan sebutan Evoniphon dan ingin mengumpulkan racunnya. Pergilah ke Miners' Village dan kumpulkan poison sample dari Vubbe disana	레인저 마스터는 에보니폰 이라는 암살자를 언급하면서 그가 쓰던 독 견본을 원하고 있습니다. 샤울레이 동쪽 숲을 거쳐 샤울레이 광산 마을로 가세요. 그 다음 샤울레이 광산 마을의 부베들에게서 독 견본을 수집하세요.
QUEST_LV_0100_20160824_014992	Kumpulkan %s dari mengalahkan Vubbe	부베들을 처치해 %s 획득
QUEST_LV_0100_20160824_014993	Gustas berkata bahwa tinggal segel terakhir yang tersisa namun tetap khawatir akan keberadaan itu. Hancurkan segel di sebelah kiri Collapsed Sanctum. Hati-hati dengan serangan monster	구스타스는 마지막 봉인만이 남았다면서 위험한 기운이 느껴진다고 합니다. 무너진 성소의 왼쪽에 있는 봉인을 푸세요. 몬스터의 습격에도 주의를 기울여야 할 것입니다.
QUEST_LV_0100_20160824_014994	Ranger Sub Master berharap bahwa para ranger membantu rekonstruksi Orsha. Pergilah ke Koru Jungle untuk mengambil bebatuan demi perbaikan Orsha.	레인저 서브 마스터는 레인저들이 오르샤 복구 작업에 참여해서 사람들을 도와주길 바라고 있습니다. 덧댄다리 숲을 지나 파우피스 나루를 거쳐 코루 숲으로 가세요. 그 다음 코루 숲에 있는 단단한 석재에서 성벽 복구용 석재를 구해오세요.
QUEST_LV_0100_20160824_014995	Sapper Sub Master tengah meneliti teknik Sapper yang baru. Pergilah ke Koru Jungle untuk mencari batu untuk "research purpose"	새퍼 서브 마스터는 새로운 새퍼의 기술을 연구하고 있다고 합니다. 덧댄다리 숲을 지나 파우피스 나루 너머의 코루 숲으로 가세요. 그 후 코루 숲에서 단단한 연구용 석재를 찾아오세요.
QUEST_LV_0100_20160824_014996	Joana tampaknya tahu sesuatu akan sculpture ini. Bicaralah dengannya	요아나는 이 조각에 대해 뭔가 짚이는 것이 있는 것 같습니다. 조각상에 대해서 요아나와 대화해 보세요.
QUEST_LV_0100_20160824_014997	Agent Moren tampaknya tahu sesuatu, Bicaralah dengannya	정보원 모렌은 뭔가 짚이는 게 있는 것 같습니다. 정보원 모렌과 더 대화해 보세요.
QUEST_LV_0100_20160824_014998	Pergi dan periksa purifier di 3rd Floor of Crystal Mine	수정광산 3층에서 3층 정화장치를 확인하세요.
QUEST_LV_0100_20160824_014999	Tampaknaya purifiernya tidak memiliki daya yang cukup, pergilah ke sumber daya darurat dengan magic crystal dan isilah hingga bisa memberi tenaga yang cukup	3층 정화장치의 동력이 부족하여 더 이상 가동하지 않는 것 같습니다. 마력이 담긴 수정을 가지고 비상 동력장치에 수정의 마력을 충전한 뒤, 3층 정화장치에 동력을 공급하세요.
