QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.	아하, 파드너 마스터에게로 가는 길이로군. 무운을 빕지요.
QUEST_UNUSED_20151116_002562	Kalahkan Fire Lord	파이어로드 처치
QUEST_UNUSED_20151116_002563	Hancurkan Ward Cursed Totem	4구역 감시 토템 파괴
QUEST_UNUSED_20151116_002564	Priest Iruma ingin menghancurkan Surveilance Totem untuk menarik perhatian Demon Lord . Marnox kearah lain  dan mendapatkan kembali demon's writer	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 감시 토템을 파괴하세요
QUEST_UNUSED_20151116_002565	Hancurkan surveillance totem	감시 토템 파괴
QUEST_UNUSED_20151116_002566	Priest Irma ingin menghancurkan totem pengawas dan mengarahkan perhatian Demon Lord Marnox ke arah lain untuk mengambil kembali instruksi tertulis demon yang berada di lantai 3 Ashaq Underground Prison. Kumpulkan demonic stone yang tidak stabil di dekat totem pengawas ke 2 dan tempelkan ke atasnya untuk menghancurkannya	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 두 번째 감시토템 주변의 불안정한 마석을 수집하여 감시 토템에 부착하여 파괴하세요
QUEST_UNUSED_20151116_002567	Priest Irma menyarankanmu untuk menghancurkan totem pengawas untuk mengalihkan perhatian Demon Lord Marnox dan pergi ke Ashaq Underground Prison 3F untuk mengambil Demon Order. Pasang demon stone yang tidak stabil di sekitar totem kedua untuk menghancurkannya.	사제 이르마는 감시 토템을 파괴하여 마군주 마르녹스의 관심을 다른 곳으로 돌리고 아샤크 지하 감옥 3층의 마족 지령서를 회수하러 가자고 합니다. 두 번째 감시토템 주변의 불안정한 마석을 수집하여 감시 토템에 부착 후 파괴하세요
QUEST_UNUSED_20151116_002568	Bicara dengan Gelija	겔리야와 대화
QUEST_UNUSED_20151116_002569	Bicara dengan Gelija	겔리야와 대화하세요
QUEST_UNUSED_20151116_002570	What If Again	만약에 또 만약에
QUEST_UNUSED_20151116_002571	Bicara dengan priest, Auranas	사제 아우라나스와 대화
QUEST_UNUSED_20151116_002572	Bicara dengan Priest Auranas	사제 아우라나스와 대화하세요
QUEST_UNUSED_20151116_002573	Kumpulkan Shining Pearl Powder	반짝이는 진주가루 수집
QUEST_UNUSED_20151116_002574	Priest Auranas membawa berbagai jebakan dan barang atas permintaan Urbonas untuk menghadapi hari-hari seperti hari ini. Auranas mengatakan bahwa jika kamu bisa mengumpulkan shining pearl powder dari distrik 1, ia akan membuatkanmu barang-barang yang berguna untuk melawan para demon.	사제 아우라나스는 우르보나스의 요청으로 오늘과 같은 일이 일어날 때를 대비하여 아샤크 지하 감옥을 맡아서 각종 함정과 물품들을 준비해 왔다고 합니다. 아우라나스가 준비해둔 반짝이는 진주가루를 1번 지역에서 수집해오면 마족들을 처리하는 데 유용한 물건을 만들어 준다고 합니다
QUEST_UNUSED_20151116_002575	Kalahkan para demon	마족 처리
QUEST_UNUSED_20151116_002576	Priest Auranas mengatakan bahwa ketika kamu menggunakan orb yang terbuat dari mutiara, kamu akan dapat menemukan demon yang peringkat tinggi. Bila kamu menggunakan orb, kamu akan mampu mengikat demon yang peringkat tinggi dan spirit dari bawahan demon secara bersamaan dan jika kamu mengalahkan demon yang berperingkat tinggi, kamu akan mampu mengalahkan bawahan dari para demon itu secara bersamaan.	사제 아우라나스는 진주로 만든 보주를 사용하면 마족들 중에서 서열이 높은 마족을 발견할 수 있을 거라고 합니다. 진주로 만든 보주를 사용하면 서열 높은 마족과 부하 마족의 영혼을 묶을 수 있으며 서열 높은 마족을 처리하면 부하 마족도 동시에 처리할 수 있을 거라고 합니다
QUEST_UNUSED_20151116_002577	Kalahkan high Ranked Demon.	서열 높은 마족 처치
QUEST_UNUSED_20151116_002578	Bicara dengan priest Draznie	사제 드라즈니에와 대화
QUEST_UNUSED_20151116_002579	Bicara dengan priest Draznie	사제 드라즈니에와 대화하세요
QUEST_UNUSED_20151116_002580	Kalahkan Monster di area distrik 3	3구역 몬스터 처치
QUEST_UNUSED_20151116_002581	Priest Draznie memintamu untuk mengalahkan demon yang tengah menyerang di 3rd district.	사제 드라즈니에는 자신들이 은거지로 사용하던 3번 지역에 침범한 마족들을 처리해 달라고 부탁했습니다.
QUEST_UNUSED_20151116_002582	Pancing demon ke arah jebakan	함정으로 마족 유인
QUEST_UNUSED_20151116_002583	Priest Draznie mengatakan bahwa sudah tiba saatnya untuk menggunakan perangkap dengan priest Auranas. Jika kamu bisa memancing para demon ke perangkap yang telah diatur di ruang beracun pada distrik 4, kamu akan dapat mengalahkan para demon itu.	사제 드라즈니에는 사제 아우라나스와 준비한 함정을 사용할 때가 됐다고 합니다. 큰 노력을 들이지 않고 마족들을 4번 지역의 독방에 설치된 함정까지만 데려가면 마족들을 처리할 수 있을 거라고 합니다
QUEST_UNUSED_20151116_002584	A Deeper Place	더 깊은 곳에서
QUEST_UNUSED_20151116_002585	Bicara dengan Priest Gelija	사제 겔리야와 대화
QUEST_UNUSED_20151116_002586	Bicara dengan Priest Gelija	사제 겔리야와 대화하세요
QUEST_UNUSED_20151116_002587	Priest Iruma memberitahukan mu bahwa ia harus berada di tempat dimana demon's Written Intruction disembunyikan. Tetapi karena curse Totem, dia tidak memiliki kekuatan untuk merapalkan mantra. Hancurkan Curse totem dan bantu Iruma	사제 이르마는 마족 지령서를 숨겨둔 장소로 가야하는데 저주 토템 때문에 주문을 외울 힘이 없다고 합니다. 저주 토템을 파괴하여 이르마를 도와줍시다
QUEST_UNUSED_20151116_002588	Priest Iruma memintamu untuk menghancurkan Survoeilance totem di 3rd district dengan tujuan mengalihkan perhatian Marnox yang berada di suatu tempat di lantai 3 Ashak Underground prison.	사제 이르마는 아샤크 지하 감옥 3층 어딘가에 있을 마르녹스의 눈을 돌리기 위해 3번 지역의 감시 토템을 파괴해달라고 부탁했습니다
QUEST_UNUSED_20151116_002589	Everything Intact	모든 것이 제자리로
QUEST_UNUSED_20151116_002590	Hancurkan 1st Ward Cursed Totem	1구역 저주 토템 파괴
QUEST_UNUSED_20151116_002591	Priest Gelija memintamu untuk menghancurkan Curse Totem yang tersisa di distrik 1 dari lantai 3 Ashak Underground Prison.	사제 겔리야는 아샤크 지하 감옥 3층의 1번 지역에 남아있는 저주 토템들을 파괴해달라고 부탁했습니다
QUEST_UNUSED_20151116_002592	Menerima  the bag of the priest	사제의 가방 회수
QUEST_UNUSED_20151116_002593	Priest Gelija memintamu untuk menerima kebaikan dari kerabat yang hilang di Ashak underground Prison.	사제 겔리야는 아샤크 지하 감옥에서 행방불명된 동료들의 물품을 회수해달라고 부탁했습니다
QUEST_UNUSED_20151116_002594	Memurnikan the curse totem pieces	저주 토템 조각 정화
QUEST_UNUSED_20151116_002595	Priest Gelija memintamu untuk menghapus demonyc energy menggunakan damp bandage yang basah oleh Sacred Water dan hancurkan Curse Totem Pieces.	사제 겔리야는 성수에 적신 붕대를 사용하여 파괴된 저주 토템 조각들에 사용하여 마기를 깨끗이 지워달라고 부탁했습니다
QUEST_UNUSED_20151116_002596	Kumpulkan Fur dari Green Lepusbunny Assassins	초록 레푸스버니 암살자로부터 털가죽 수집
QUEST_UNUSED_20151116_002597	Baskez sendang mencari Green Lepusbunny assasin Fur untuk menolong teman mereka mengalahkan udara yang dingin. Buru Green lepus bunny untuk mengumpulkan Fur.	바스케즈는 초록 레푸스버니 암살자의 털가죽이면 자신과 동료들이 추위를 버틸 수 있다고 합니다. 초록 레푸스버니 암살자를 사냥하고 털가죽을 가져다 주세요.
QUEST_UNUSED_20151116_002598	Kumpulkan Blue Siaulav Mage Emergency Food	푸른 샤울라브 메이지의 비상식량 수집
QUEST_UNUSED_20151116_002599	Petugas Ronda inting menggunakan Blue Siaulav Mages' emergency food untuk menyelesaikan permasalah supplai makanan. Kalahkan Blue Siaulac Mages di camping Ground dan kumpulkan makanan darurat mereka.	보급병 론다는 부족한 식량 상황을 푸른 샤울라브 메이지의 비상식량으로 해결하고 싶다고 합니다. 야영지 근처에서 푸른 샤울라브 메이지를 사냥하고 비상식량을 모으세요.
QUEST_UNUSED_20151116_002600	Kamu telah mengumpulkan makanan yang diminta, cepat kembali dan Berikan ke Ronda	부탁받은 양의 식량를 모았습니다. 서둘러 보급병 론다에게 전달하세요.
QUEST_UNUSED_20151116_002601	Kumpulkan Blue Lapasape Mushrooms	푸른 라프세이프의 버섯 수집
QUEST_UNUSED_20151116_002602	Stogas Commanding Officer Ades ingin menyembuhkan bed-ridden wizard. Kumpulkan Blue Lapasape mushrooms untuk membantu menurunkan Demam.	스토가스 분대장 아데스는 고열로 몸져 누운 마법사를 치료하고 싶어합니다. 해열 작용이 있다는 푸른 라프세이프의 버섯을 모으세요.
QUEST_UNUSED_20151116_002603	Kamu telah cukup mengumpulkan Blue Lapasape mushrooms, Berikan ke Ades	푸른 라프세이프의 버섯을 충분히 모았습니다. 스토가스 분대장 아데스에게 전해 주세요.
QUEST_UNUSED_20151116_002604	Bicara dengan Swordsman Sub Master	소드맨 서브 마스터와 대화
QUEST_UNUSED_20151116_002605	Bicara dengan Swordsman Sub Master di Orsha	오르샤에서 소드맨 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002606	Kalahkan Rafes di Paupys Crossing	파우피스 나루에서 라페 처치하기
QUEST_UNUSED_20151116_002607	Swordsman Sub Master memintamu untuk mengalahkan Laflammers dan Lafemen di Paupys Port untuk memeriksa kemampuan dari Savior	소드맨 서브 마스터는 계시자의 실력을 확인하기 위해 파우피스 나루에서 라플래머와 라페먼을 처치하라고 합니다.
QUEST_UNUSED_20151116_002608	Laporkan ke Swordsman Sub Master	소드맨 서브 마스터에게 보고
QUEST_UNUSED_20151116_002609	Kamu telah Cukup mengalahkan Monster. Kembali dan lapor kepada Swordsman Sub Master	정해진 수만큼 몬스터를 처치했습니다. 소드맨 서브 마스터에게 돌아가 보고하세요.
QUEST_UNUSED_20151116_002610	Kalahkan Laflammers	라플래머 처치
QUEST_UNUSED_20151116_002611	Kalahkan Lafemen	라페먼 처치
QUEST_UNUSED_20151116_002612	Kemungkinan dari pedang dua tangan [Highlander Advancement]	양손검의 가능성[하이랜더 전직]
QUEST_UNUSED_20151116_002613	Bicara dengan Highlande Sub Master	하이랜더 서브 마스터와 대화
QUEST_UNUSED_20151116_002614	Bicara dengan Higlander Sub Master di Lemprasa Pond	렘파라사 연못에서 하이랜더 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002615	Buktikan kekuatanmu dengan memukul sword practice pole	검 연습대를 쳐서 힘을 증명하기
QUEST_UNUSED_20151116_002616	Highlander Sub Master mencurigai bahwa relevator telah cukup kuat untuk mengontrol pedang dua tangan. Buktikan keuatanmua dengan memukul the practice pole terdekat	하이랜더 서브 마스터는 계시자가 양손검을 다룰 힘이 있는지 의심하고 있습니다. 근처의 검 연습대를 상대로 그 힘을 증명하세요.
QUEST_UNUSED_20151116_002617	Laporkan ke highlander Sub Master	하이랜더 서브 마스터에게 보고
QUEST_UNUSED_20151116_002618	Sepertinya kamu telah menunjukan kekuatanmua. Bicara kembali dengan Highlander Sub Master	이 정도면 충분히 자신의 힘을 보여준 것 같습니다. 하이랜더 서브 마스터와 다시 대화하세요.
QUEST_UNUSED_20151116_002619	Untuk di anggap sebagai highlander, kemampuan mu belum cukup. Bicara dengan Highlander Sub Master kembali.	하이랜더로 인정받기에는 아직 충분치 않은 모양입니다. 다시 하이랜더 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002620	Kalahkan laflammers di Paupys Port	파우피스 나루의 라플래머를 처치하기
QUEST_UNUSED_20151116_002621	Dalam rangka untuk menentukan apakah gaya bertarung apa yang digunakan, Temui Highlander sub-master. Dan kalahkan Laflamer.	그 힘을 실전에서 능숙하게 사용하는지를 판단하기 위해, 하이랜더 서브 마스터는 파우피스 나루의 라플래머들을 처치하고 오라고 합니다.
QUEST_UNUSED_20151116_002622	Kamu telah mengalahkan Laflamer sesuai dengan petunjuk yang diberikan, kembali dan laporkan kepada Highlander Sub Master.	지시받은만큼 라플래머를 처치하였습니다. 하이랜더 서브 마스터에게 돌아가 보고하세요.
QUEST_UNUSED_20151116_002623	Bicara dengan Peltasta Sub Master	펠타스타 서브 마스터와 대화
QUEST_UNUSED_20151116_002624	Bicara dengan Peltasta Sub Master di Orsha	오르샤에서 펠타스타 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002625	Dapatkan Lafemun Metal Decoration dan Dry Wood	라페먼의 쇠장식과 젖지 않은 목재 구해오기
QUEST_UNUSED_20151116_002626	Peltasta Sub Master memintamu untuk mengumpulkan Shield Material. Pergi ke Paupys Crossing dan kumpulkan Laufemun Metal Decoration dan Dry Wood	펠타스타 서브 마스터는 방패의 재료들을 구해오라고 합니다. 파우피스 나루에서 라페먼의 쇠장식과 젖지 않은 목재를 모으세요.
QUEST_UNUSED_20151116_002627	Lapor ke Peltasta Sub Master	펠타스타 서브 마스터에게 보고
QUEST_UNUSED_20151116_002628	Sepertinya kamu telah cukup mengumpulkan material,  kembali dan laporkan kepada peltasta sub master	재료를 충분히 모은 것 같습니다. 펠타스타 서브 마스터에게 돌아가 보고하세요.
QUEST_UNUSED_20151116_002629	Cari %s dari Hutan	나무 토막들을 조사해 %s 찾아내기
QUEST_UNUSED_20151116_002630	Dapatkan %s dari Lafemen	라페먼으로부터 %s 획득하기
QUEST_UNUSED_20151116_002631	Bicara dengan Cleric Sub Master di Orsha	오르샤에서 클레릭 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002632	Kalahkan Rafes di Woods of the linked Bridges	덧댄다리 숲의 라페 처치
QUEST_UNUSED_20151116_002633	Cleric Sub Master memintamu untuk mengalahkan Rafes di Woods of the linked Bridge	클레릭 서브 마스터는 사람들을 괴롭히는 덧댄다리 숲의 라페자드와 라페마이터들을 소탕해 줄 것을 요청했습니다.
QUEST_UNUSED_20151116_002634	Lapor ke Cleric Sub Master	클레릭 서브 마스터에게 보고
QUEST_UNUSED_20151116_002635	Kamu telah mengalahkan cukup banyak Rafes. Kembalilah ke Cleric Sub Master	라페들을 충분히 혼내 준 듯 합니다. 클레릭 서브 마스터에게 돌아가 보고하세요.
QUEST_UNUSED_20151116_002636	Bantuan untuk masalah Rafes	라페자드와 라페마이터 처치
QUEST_UNUSED_20151116_002637	Percakapan dengan Krivis Sub Master	크리비 서브 마스터와 대화
QUEST_UNUSED_20151116_002638	Bicara dengan Krivis Sub Master di Orsha	오르샤에서 크리비 서브 마스터와 대화하세요.
QUEST_UNUSED_20151116_002639	Berburu monster, untuk mengisi energy torch dan nyalakan torch tersebut	몬스터들을 사냥해 성화의 기운을 채우고 성화대에 불 붙이기
QUEST_UNUSED_20151116_002640	Kalahkan Monster untuk mengisi energy Gem. Dan, gunakan energetic crystal gem untuk menyiapkan api untuk Flameholder Dari Krivis Sub Master	몬스터들을 처치하여 주어진 보석에 기운을 채우세요. 충만한 수정으로 크리비 서브 마스터 곁의 성화대에 불을 붙이세요. 이 과제는 오직 혼자 해결해야 합니다.
QUEST_UNUSED_20151116_002641	Laporkan kepada Krivis Sub Master	크리비 서브 마스터에게 보고
QUEST_UNUSED_20151116_002642	Torch terbakar dengan sempurna. Laporkan ke Krivis Sub Master	성화대가 성공적으로 타오르고 있습니다. 크리비 서브 마스터에게 보고하세요.
QUEST_UNUSED_20151116_002643	Bicara dengan Priest Sub Master	프리스트 서브 마스터와 대화
